external_id,building_code,name,latitude,longitude,status,country,type,serial_numbers
Ethiopia_ETHDSSOFU01_FU Dessie 01,ETHDSSOFU01,FU Dessie 01,11.147778,39.645556,Open,Ethiopia,office,009-80828
Tanzania_TZAKGOOSO01_SO Kigoma 01,TZAKGOOSO01,SO Kigoma 01,-4.883292,29.621839,Open,Tanzania,office,009-8084D
Tanzania_TZAKBDOFO01_FO Kibondo 01,TZAKBDOFO01,FO Kibondo 01,3.592929,30.717752,Open,Tanzania,office,009-8084D
Tanzania_TZADODOFU01_FU Dodoma 01,TZADODOFU01,FU Dodoma 01,-6.155918,35.762619,Open,Tanzania,office,009-8084D
Ethiopia_ETHKEBOFU01_FU Kebribeyah 01,ETHKEBOFU01,FU Kebribeyah 01,9.1007,43.175479,Open,Ethiopia,office,009-8082D
Tanzania_TZADAROCO01_CO Dar Es Salam 01,TZADAROCO01,CO Dar Es Salam 01,-6.750129,39.279035,Open,Tanzania,office,009-8084D
Turkiye_TURVANOFO01_FO Van 01,TURVANOFO01,FO Van 01,38.499361,43.386901,Open,Turkiye,office,009-8084D
Turkiye_TURSNLOFO01_FO Sanliurfa 01,TURSNLOFO01,FO Sanliurfa 01,37.159314,38.792963,Open,Turkiye,office,009-8084D
Turkiye_TURIZMOFO01_FO Izmir 01,TURIZMOFO01,FO Izmir 01,38.426558,27.133784,Open,Turkiye,office,009-8084D
Turkiye_TURISTOFO02_FO Istanbul 02,TURISTOFO02,FO Istanbul 02,41.069788,29.00898,Open,Turkiye,office,009-8084D
Somalia_SOMBAIOFU01_FU Baidoa 01,SOMBAIOFU01,FU Baidoa 01,3.102875,43.632891,Open,Somalia,office,009-8084D
Turkiye_TURISTOFO01_FO Istanbul 01,TURISTOFO01,FO Istanbul 01,41.036641,28.991714,Closed,Turkiye,office,009-8084D
Turkiye_TURISTOFO01_FO Istanbul 01,TURISTOFO01,FO Istanbul 01,41.036641,28.991714,Open,Turkiye,office,009-8084D
Turkiye_TURGAZOFO01_FO Gaziantep 01,TURGAZOFO01,FO Gaziantep 01,37.090896,37.345514,Open,Turkiye,office,009-8084D
Turkiye_TURANKOSO02_SO Ankara 02,TURANKOSO02,SO Ankara 02,39.871961,32.863269,Open,Turkiye,office,009-8084D
Turkiye_TURANKOSO01_SO Ankara 01,TURANKOSO01,SO Ankara 01,39.851386,32.847293,Open,Turkiye,office,009-8084D
Turkiye_TURANKOCO01_CO Ankara 01,TURANKOCO01,CO Ankara 01,39.894303,32.855259,Open,Turkiye,office,009-8084D
Chad_TCDBALOSO01_SO Baga Sola 01,TCDBALOSO01,SO Baga Sola 01,13.53228,14.32862,Open,Chad,office,009-8084D
Tunisia_TUNZAROFO01_FO Zarzis 01,TUNZAROFO01,FO Zarzis 01,33.586881,11.071141,Open,Tunisia,office,009-8084D
Chad_TCDAM OFO01_FO Am Djarass 01,TCDAM OFO01,FO Am Djarass 01,16.07345,22.83398,Open,Chad,office,009-8084D
Tunisia_TUNTNSOCO01_CO Tunis 01,TUNTNSOCO01,CO Tunis 01,36.832289,10.235672,Open,Tunisia,office,009-8084D
Somalia_SOMBOSOFO01_FO Bossaso 01,SOMBOSOFO01,FO Bossaso 01,11.270944,49.17683,Open,Somalia,office,009-8084D
Thailand_THAMAEOFO01_FO Mae Hong Son 01,THAMAEOFO01,FO Mae Hong Son 01,19.30145,97.96974,Open,Thailand,office,009-8084D
Thailand_THABANORB01_RB Bangkok 01,THABANORB01,RB Bangkok 01,13.738759,100.54732,Open,Thailand,office,009-8084D
Syria_SYRQAMOSO02_SO Qamishli 02,SYRQAMOSO02,SO Qamishli 02,37.046437,41.218063,Open,Syria,office,009-8084D
Thailand_THABANOMC01_MC Bangkok 01,THABANOMC01,MC Bangkok 01,13.76343,100.50814,Open,Thailand,office,009-8084D
Syria_SYRQAMOSO01_SO Qamishli 01,SYRQAMOSO01,SO Qamishli 01,37.046563,41.221312,Open,Syria,office,009-8084D
Togo_TGOLOMONO01_NO Lome 01,TGOLOMONO01,NO Lome 01,6.15255,1.233028,Open,Togo,office,009-8084D
Chad_TCDNDJOCO01_CO NDjamena 01,TCDNDJOCO01,CO NDjamena 01,12.09686,15.06719,Open,Chad,office,009-8084D
Chad_TCDNDJOCO01_CO NDjamena 01,TCDNDJOCO01,CO NDjamena 01,12.09686,15.06719,Closed,Chad,office,009-8084D
Chad_TCDMROOFO01_FO Maro 01,TCDMROOFO01,FO Maro 01,9.30647,17.71647,Open,Chad,office,009-8084D
Chad_TCDMOIOFO01_FO Moissala 01,TCDMOIOFO01,FO Moissala 01,8.364449,17.76081,Open,Chad,office,009-8084D
Chad_TCDIRIOFO01_FO Iriba 01,TCDIRIOFO01,FO Iriba 01,15.12694,22.247823,Open,Chad,office,009-8084D
Chad_TCDIRIGGH01_GH Iriba 01,TCDIRIGGH01,GH Iriba 01,15.13017,22.246833,Open,Chad,office,009-8084D
Syria_SYRDAMOCO01_CO Damascus 01 (KS2),SYRDAMOCO01,CO Damascus 01 (KS2),33.49723,36.28275,Open,Syria,office,009-8084D
Chad_TCDHHDOFO01_FO Hadjer Hadid 01,TCDHHDOFO01,FO Hadjer Hadid 01,13.64944,21.58398,Open,Chad,office,009-8084D
Chad_TCDHAROFO01_FO Haraze 01,TCDHAROFO01,FO Haraze 01,9.94899,20.90527,Open,Chad,office,009-8084D
Chad_TCDGUEOFO01_FO Guereda 01,TCDGUEOFO01,FO Guereda 01,15.454166,18.732207,Open,Chad,office,009-8084D
Chad_TCDGOZOFO01_FO Goz Beida 01,TCDGOZOFO01,FO Goz Beida 01,12.216719,21.41675,Open,Chad,office,009-8084D
Chad_TCDGOROSO01_SO Gore 01,TCDGOROSO01,SO Gore 01,7.934243,16.637053,Open,Chad,office,009-8084D
Chad_TCDFAROFO01_FO Farchana 01,TCDFAROFO01,FO Farchana 01,13.578282,21.825137,Open,Chad,office,009-8084D
Peru_PERTACOFU01_FU Tacna 01,PERTACOFU01,FU Tacna 01,-18.00676,-70.23609,Open,Peru,office,009-807D6
Chad_TCDBOLOFU01_FU Bol 01,TCDBOLOFU01,FU Bol 01,13.46647,14.7168,Open,Chad,office,009-8084D
Chad_TCDABEOSO02_SO Abeche 02,TCDABEOSO02,SO Abeche 02,13.823321,20.830353,Open,Chad,office,009-8084D
Chad_TCDABEOSO01_SO Abeche 01,TCDABEOSO01,SO Abeche 01,13.823284,20.830414,Open,Chad,office,009-8084D
Philippines_PHLMNLONO01_NO Manila 01,PHLMNLONO01,NO Manila 01,14.55691,121.01618,Open,Philippines,office,009-80A52
Syria_SYRTAROFO01_FO Tartous 01,SYRTAROFO01,FO Tartous 01,34.86096,35.904184,Open,Syria,office,009-8084D
Peru_PERTUMOFO01_FO Tumbes 01,PERTUMOFO01,FO Tumbes 01,-3.57059,-80.45995,Open,Peru,office,009-80A52
Somalia_SOMMOGOCO01_CO Mogadishu 01,SOMMOGOCO01,CO Mogadishu 01,2.091829,45.382928,Open,Somalia,office,009-8084D
Syria_SYRSWDOFO02_FO Sweida 02,SYRSWDOFO02,FO Sweida 02,32.723808,36.579384,Open,Syria,office,009-8084D
Somalia_SOMKSMOFO01_FO Kismaayo 01,SOMKSMOFO01,FO Kismaayo 01,-0.387005,42.460401,Open,Somalia,office,009-8084D
Syria_SYRDAMOCO02_CO Damascus 02 (KS3),SYRDAMOCO02,CO Damascus 02 (KS3),33.49723,36.28275,Open,Syria,office,009-8084D
Syria_SYRALPOSO01_SO Aleppo 01,SYRALPOSO01,SO Aleppo 01,36.213511,37.116524,Open,Syria,office,009-8084D
Slovenia_SVNLJBOCO01_CO Ljubljana 01,SVNLJBOCO01,CO Ljubljana 01,46.05021,14.5008,Open,Slovenia,office,009-8084D
Colombia_COLBRQOFO01_FO Barranquilla 01,COLBRQOFO01,FO Barranquilla 01,10.997962,-74.799269,Open,Colombia,office,"009-80A35,009-80A48"
Slovakia_SVKKSCOFO01_FO Kosice 01,SVKKSCOFO01,FO Kosice 01,48.71847,21.247641,Open,Slovakia,office,009-8084D
Slovakia_SVKBTSONO01_NO Bratislava 01,SVKBTSONO01,NO Bratislava 01,48.147793,17.099687,Open,Slovakia,office,009-8084D
South Sudan_SSDYEIOFO01_FO Yei 01,SSDYEIOFO01,FO Yei 01,4.084,30.662,Open,South Sudan,office,009-8084D
South Sudan_SSDYDAOFO01_FO Yida 01,SSDYDAOFO01,FO Yida 01,10.1033,30.09,Open,South Sudan,office,009-8084D
Nigeria_NGACLBOFO02_FO Calabar 02,NGACLBOFO02,FO Calabar 02,4.987314,8.336955,Open,Nigeria,office,"009-80A9C,009-80B76"
South Sudan_SSDYAMOFO01_FO Yambio 01,SSDYAMOFO01,FO Yambio 01,4.566,28.396,Open,South Sudan,office,009-8084D
South Sudan_SSDWAUOFO01_FO Wau 01,SSDWAUOFO01,FO Wau 01,7.71052,28.030215,Open,South Sudan,office,009-8084D
Nigeria_NGACLBOFO01_FO Calabar 01,NGACLBOFO01,FO Calabar 01,4.98559,8.33419,Closed,Nigeria,office,"009-80A9C,009-80B76"
South Sudan_SSDTOTOFO01_FO Torit 01,SSDTOTOFO01,FO Torit 01,4.402801,32.591799,Open,South Sudan,office,009-8084D
South Sudan_SSDMALOFO01_FO Malakal 01,SSDMALOFO01,FO Malakal 01,9.549,31.648,Open,South Sudan,office,009-8084D
South Sudan_SSDJUBOCO01_CO Juba 01,SSDJUBOCO01,CO Juba 01,4.8511,31.5978,Open,South Sudan,office,009-8084D
South Sudan_SSDJAMOSO01_SO Jam Jang 01,SSDJAMOSO01,SO Jam Jang 01,9.9262,30.2913,Open,South Sudan,office,009-8084D
South Sudan_SSDBOROFO01_FO Bor 01,SSDBOROFO01,FO Bor 01,6.2272,31.5673,Open,South Sudan,office,009-8084D
South Sudan_SSDBNTOFO01_FO Bentiu 01,SSDBNTOFO01,FO Bentiu 01,9.253,29.7882,Open,South Sudan,office,009-8084D
South Sudan_SSDBNJOSO01_SO Bunj 01,SSDBNJOSO01,SO Bunj 01,9.9596,33.6962,Open,South Sudan,office,009-8084D
Serbia_SRBPRSOFU01_FU Presevo 01,SRBPRSOFU01,FU Presevo 01,42.301334,21.683063,Open,Serbia,office,009-8084D
Mexico_MEXTUXOSO01_SO Tuxtla Gutierrez 01,MEXTUXOSO01,SO Tuxtla Gutierrez 01,16.752906,-93.143725,Open,Mexico,office,009-809F9
Somalia_SOMHRGOSO01_SO Hargeysa 01,SOMHRGOSO01,SO Hargeysa 01,9.52262,44.07182,Open,Somalia,office,009-8084D
Somalia_SOMGRWOFU01_FU Garoowe 01,SOMGRWOFU01,FU Garoowe 01,8.400143,48.468516,Open,Somalia,office,009-8084D
Somalia_SOMGAAOSO01_SO Gaalkacyo 01,SOMGAAOSO01,SO Gaalkacyo 01,6.81483,47.426852,Open,Somalia,office,009-8084D
Somalia_SOMDOLOFU01_FU Dollow 01,SOMDOLOFU01,FU Dollow 01,4.159165,42.078553,Open,Somalia,office,009-8084D
Romania_ROUBUCOCO02_CO Bucharest 02,ROUBUCOCO02,CO Bucharest 02,44.468762,26.091359,Open,Romania,office,009-80A52
Somalia_SOMDHOOFU01_FU Dhobley 01,SOMDHOOFU01,FU Dhobley 01,0.407586,40.999061,Open,Somalia,office,009-8084D
Somalia_SOMBRBOFU01_FU Berbera 01,SOMBRBOFU01,FU Berbera 01,10.423641,45.010622,Open,Somalia,office,009-8084D
El Salvador_SLVSNVOCO01_CO San Salvador 01,SLVSNVOCO01,CO San Salvador 01,13.687136,-89.144438,Open,El Salvador,office,009-8084D
Senegal_SENDAKORB01_RB Dakar 01,SENDAKORB01,RB Dakar 01,14.7397,-17.51539,Open,Senegal,office,009-8084D
Senegal_SENDAKOMC01_MC Dakar 01,SENDAKOMC01,MC Dakar 01,14.702476,17.475589,Open,Senegal,office,009-8084D
Poland_POLWAROCO01_CO Warsaw 01,POLWAROCO01,CO Warsaw 01,52.22296,21.03731,Open,Poland,office,009-80A52
Sudan_SDNWHFOFU01_FU Wadi Halfa 01,SDNWHFOFU01,FU Wadi Halfa 01,21.79368,31.36939,Open,Sudan,office,009-8084D
Sudan_SDNKSTOSO01_SO Kosti 01,SDNKSTOSO01,SO Kosti 01,13.142563,32.674959,Open,Sudan,office,009-8084D
Poland_POLLUBOFO01_FO Lublin 01,POLLUBOFO01,FO Lublin 01,51.29904,22.59458,Open,Poland,office,009-80A52
Sudan_SDNKRTOCO01_CO Khartoum 01,SDNKRTOCO01,CO Khartoum 01,15.585012,32.539921,Closed,Sudan,office,009-8084D
Sudan_SDNKEGOFO01_FO Khashm El Girba 01,SDNKEGOFO01,FO Khashm El Girba 01,14.958055,35.89573,Open,Sudan,office,009-8084D
Sudan_SDNKASOSO01_SO Kassala 01,SDNKASOSO01,SO Kassala 01,15.473318,36.40819,Open,Sudan,office,009-8084D
Sudan_SDNKADOSO01_SO Kadugli 01,SDNKADOSO01,SO Kadugli 01,11.011493,29.71318,Open,Sudan,office,009-8084D
Sudan_SDNGEDOSO01_SO Gedaref 01,SDNGEDOSO01,SO Gedaref 01,14.04598,35.388811,Open,Sudan,office,009-8084D
Sudan_SDNEOBOFU01_FU El Obeid 01,SDNEOBOFU01,FU El Obeid 01,13.189136,30.238452,Closed,Sudan,office,009-8084D
Sudan_SDNEFUOFO01_FO EL Fula 01,SDNEFUOFO01,FO EL Fula 01,11.71361,28.347745,Closed,Sudan,office,009-8084D
Panama_PANPCTORB02_RB Panama City 02,PANPCTORB02,RB Panama City 02,8.996113,-79.580458,Open,Panama,office,"009-80865,009-80868"
Romania_ROUSUCOFO01_FO Suceava 01,ROUSUCOFO01,FO Suceava 01,47.652905,26.252202,Open,Romania,office,009-80A52
Sudan_SDNDMZOFO01_FO Damazine 01,SDNDMZOFO01,FO Damazine 01,11.791455,34.344304,Open,Sudan,office,009-8084D
Romania_ROUIASOFU01_FU Iasi 01,ROUIASOFU01,FU Iasi 01,47.1594,27.58732,Closed,Romania,office,009-80A52
Rwanda_RWAKIBOFO01_FO Kibuye 01,RWAKIBOFO01,FO Kibuye 01,-2.073207,29.336516,Open,Rwanda,office,009-8084D
Sudan_SDNABJOFU01_FU Abu Jubaiha 01,SDNABJOFU01,FU Abu Jubaiha 01,11.45723,31.230461,Closed,Sudan,office,009-8084D
Russia_RUSMOSOCO01_CO Moscow 01,RUSMOSOCO01,CO Moscow 01,55.759113,37.602453,Open,Russia,office,009-80A52
Saudi Arabia_SAURIYOMC01_MC Riyadh 01,SAURIYOMC01,MC Riyadh 01,24.67413,46.6299,Open,Saudi Arabia,office,009-8084D
Romania_ROUTIMOFU02_FU Timisoara 02,ROUTIMOFU02,FU Timisoara 02,45.779519,21.227652,Open,Romania,office,009-80A52
Rwanda_RWANYMOFO01_FO Nyamata 01,RWANYMOFO01,FO Nyamata 01,-2.146056,30.094397,Closed,Rwanda,office,009-8084D
Rwanda_RWAKRHOSO01_SO Kirehe 01,RWAKRHOSO01,SO Kirehe 01,-2.275252,30.664189,Open,Rwanda,office,009-8084D
Rwanda_RWAKIGOCO02_CO Kigali 02,RWAKIGOCO02,CO Kigali 02,1,1,Open,Rwanda,office,009-8084D
Romania_ROUBUCOCO01_CO Bucharest 01,ROUBUCOCO01,CO Bucharest 01,44.464666,26.083233,Open,Romania,office,009-80A52
Mali_MLIMOPOFO01_FO Mopti 01,MLIMOPOFO01,FO Mopti 01,14.4893,-4.1933,Open,Mali,office,009-8088D
Poland_POLWAROFO01_FO Warsaw 01,POLWAROFO01,FO Warsaw 01,52.22311,21.03731,Open,Poland,office,009-80A52
Malta_MLTVALOCO01_CO Valetta 01,MLTVALOCO01,CO Valetta 01,35.898387,14.497834,Open,Malta,office,009-8089E
Qatar_QATDOHOCO01_CO Doha 01,QATDOHOCO01,CO Doha 01,25.403497,51.511587,Open,Qatar,office,009-80A52
Poland_POLWAROFO01_FO Warsaw 01,POLWAROFO01,FO Warsaw 01,52.247109,21.060877,Closed,Poland,office,009-80A52
Mali_MLITOMOFO01_FO Tombouctou 01,MLITOMOFO01,FO Tombouctou 01,16.757463,-3.004792,Open,Mali,office,009-8089E
Peru_PERLIMOCO01_CO Lima 01,PERLIMOCO01,CO Lima 01,-12.11879,-77.04335,Open,Peru,office,009-8079A
Nigeria_NGAMIDWCC01_CC Maiduguri 01,NGAMIDWCC01,CC Maiduguri 01,11.84988,13.140595,Open,Nigeria,office,009-80AA2
Peru_PERLIMOFO01_FO Lima 01,PERLIMOFO01,FO Lima 01,-12.07653,-77.06735,Open,Peru,office,009-807D7
Nigeria_NGACLBOFO01_FO Calabar 01,NGACLBOFO01,FO Calabar 01,4.985595,8.334196,Open,Nigeria,office,"009-80A9C,009-80B76"
Panama_PANPCTORB01_RB Panama City 01,PANPCTORB01,RB Panama City 01,8.96501,-79.58136,Open,Panama,office,009-80869
Pakistan_PAKDALOFO01_FO Dalbandin 01,PAKDALOFO01,FO Dalbandin 01,28.887844,64.405813,Open,Pakistan,office,"009-80DE3,009-80DE7"
Pakistan_PAKKOHOFU01_FU Kohat 01,PAKKOHOFU01,FU Kohat 01,33.604391,71.463101,Open,Pakistan,office,"009-80A4D,009-80DFC"
Pakistan_PAKCHAOFU01_FU Chaman 01,PAKCHAOFU01,FU Chaman 01,30.953057,66.438825,Open,Pakistan,office,009-807B4
Nigeria_NGAADKOFU01_FU Adikpo 01,NGAADKOFU01,FU Adikpo 01,6.90467,9.23589,Closed,Nigeria,office,009-80AAF
Nigeria_NGAMIDOSO01_SO Maiduguri 01,NGAMIDOSO01,SO Maiduguri 01,11.813766,13.134729,Open,Nigeria,office,009-80AA2
Niger_NERTILOSO01_SO Tillaberi 01,NERTILOSO01,SO Tillaberi 01,14.19688,1.466393,Open,Niger,office,009-808B9
Malawi_MWILILOCO01_CO Lilongwe 01,MWILILOCO01,CO Lilongwe 01,13.952962,33.777525,Open,Malawi,office,009-80755
Nigeria_NGAGEMOFU01_FU Gembu 01,NGAGEMOFU01,FU Gembu 01,6.71559,11.26276,Open,Nigeria,office,"009-80A9C,009-80B76"
Nigeria_NGAGEMOFU01_FU Gembu 01,NGAGEMOFU01,FU Gembu 01,6.71559,11.26276,Closed,Nigeria,office,"009-80A9C,009-80B76"
Nigeria_NGALGSOFO01_FO Lagos 01,NGALGSOFO01,FO Lagos 01,6.443565,3.410338,Open,Nigeria,office,009-80A9E
Niger_NERDIFOSO01_SO Diffa 01,NERDIFOSO01,SO Diffa 01,13.322385,12.606372,Open,Niger,office,"009-80B62,009-80E26"
Nigeria_NGACLBOFO01_FO Calabar 01,NGACLBOFO01,FO Calabar 01,4.98559,8.33419,Open,Nigeria,office,"009-80A9C,009-80B76"
Nigeria_NGAADKOFU01_FU Adikpo 01,NGAADKOFU01,FU Adikpo 01,6.90467,9.23589,Open,Nigeria,office,009-80AAF
Niger_NERTAHOFO01_FO Tahoua 01,NERTAHOFO01,FO Tahoua 01,14.885317,5.292669,Open,Niger,office,009-808BA
Myanmar_MMRNAYOLO01_LO Nay Pyi Taw 01,MMRNAYOLO01,LO Nay Pyi Taw 01,19.72682,96.07529,Open,Myanmar,office,009-8087F
Niger_NERMRDOSO01_SO Maradi 01,NERMRDOSO01,SO Maradi 01,13.29246,7.07304,Open,Niger,office,009-808BB
Myanmar_MMRMYIOFO01_FO Myitkyina 01,MMRMYIOFO01,FO Myitkyina 01,25.398298,97.377503,Open,Myanmar,office,009-8087F
Mauritania_MRTNOUOFU01_FU Nouadhibou 01,MRTNOUOFU01,FU Nouadhibou 01,20.91354,-17.05071,Open,Mauritania,office,009-808F4
Niger_NERMDUOFU01_FU Madaoua 01,NERMDUOFU01,FU Madaoua 01,14.073264,5.950064,Open,Niger,office,"009-80B62,009-80E26"
Niger_NERABAOFO01_FO Abala 01,NERABAOFO01,FO Abala 01,14.921223,3.432929,Open,Niger,office,009-80896
Myanmar_MMRBHOOFU01_FU Bhomo 01,MMRBHOOFU01,FU Bhomo 01,24.145105,97.141516,Open,Myanmar,office,009-8085E
Niger_NERAGAOSO01_SO Agadez 01,NERAGAOSO01,SO Agadez 01,16.987063,8.006063,Open,Niger,office,009-80887
Malawi_MWIDZLOCO01_CO Dzaleka 01,MWIDZLOCO01,CO Dzaleka 01,13.662089,33.895554,Open,Malawi,office,"009-809F4,009-80DA5"
Mauritania_MRTNUAOCO01_CO Nouakchott 01,MRTNUAOCO01,CO Nouakchott 01,18.09193,-15.97248,Open,Mauritania,office,009-80DD2
Malawi_MWIKAROFU01_FU Karoga 01,MWIKAROFU01,FU Karoga 01,9.940051,33.919109,Open,Malawi,office,009-80756
Myanmar_MMRPKKOFU01_FU Pakokku 01,MMRPKKOFU01,FU Pakokku 01,21.201651,95.32921,Closed,Myanmar,office,009-8087F
Mali_MLIBMKOCO01_CO Bamako 01,MLIBMKOCO01,CO Bamako 01,12.618307,-7.978059,Open,Mali,office,009-8089D
Myanmar_MMRMAUOSO01_SO Maungdaw 01,MMRMAUOSO01,SO Maungdaw 01,20.829961,92.405204,Open,Myanmar,office,009-808A9
Mali_MLIGAOOSO01_SO Gao 01,MLIGAOOSO01,SO Gao 01,16.261339,-0.03276,Open,Mali,office,009-808FB
Mali_MLIMENOFO01_FO Menaka 01,MLIMENOFO01,FO Menaka 01,15.920223,2.39617,Open,Mali,office,009-808FB
Republic of North Macedonia_MKDSKOOCO01_CO Skopje 01,MKDSKOOCO01,CO Skopje 01,42.000077,21.387089,Open,Republic of North Macedonia,office,"009-8095F,009-80960"
Mexico_MEXVLHOFU01_FU Villahermosa 01,MEXVLHOFU01,FU Villahermosa 01,17.994436,92.927709,Open,Mexico,office,009-809F9
Mexico_MEXTIJOFO01_FO Tijuana 01,MEXTIJOFO01,FO Tijuana 01,32.52456,-117.014948,Open,Mexico,office,009-809FB
Republic of North Macedonia_MKDSKOOCO02_CO Skopje 02,MKDSKOOCO02,CO Skopje 02,42.000207,21.387594,Open,Republic of North Macedonia,office,009-80966
Liberia_LBRZWDOFO01_FO Zwedru 01,LBRZWDOFO01,FO Zwedru 01,6.3013,8.3103,Closed,Liberia,office,009-808B5
Mexico_MEXMNTOSO01_SO Monterrey 01,MEXMNTOSO01,SO Monterrey 01,25.671078,-100.310704,Open,Mexico,office,009-809EE
Mexico_MEXSILOFU01_FU Silao 01,MEXSILOFU01,FU Silao 01,20.93489,-101.426432,Closed,Mexico,office,009-80AFE
Liberia_LBRSACOFU01_FU Saclepea 01,LBRSACOFU01,FU Saclepea 01,9.6493,26.3672,Closed,Liberia,office,009-808B5
Mexico_MEXSALOFU02_FU Saltillo 02,MEXSALOFU02,FU Saltillo 02,25.390317,-101.01319,Open,Mexico,office,009-80AFE
Mexico_MEXSLPOFU01_FU San Luis Potosi 01,MEXSLPOFU01,FU San Luis Potosi 01,22.189379,-100.991287,Open,Mexico,office,009-80AFE
Iraq_IRQSULOFO01_FO Sulaymaniyah 01,IRQSULOFO01,FO Sulaymaniyah 01,35.5755,45.4674,Open,Iraq,office,009-80A9B
Mexico_MEXCIUOFO01_FO Ciudad Juarez 01,MEXCIUOFO01,FO Ciudad Juarez 01,31.74542,-106.448411,Open,Mexico,office,009-809FF
Mexico_MEXMXCOCO01_CO Mexico City 01,MEXMXCOCO01,CO Mexico City 01,19.431236,-99.180765,Open,Mexico,office,009-80876
Japan_JPNTOKOCO01_CO Tokyo 01,JPNTOKOCO01,CO Tokyo 01,35.6657,139.7178,Open,Japan,office,"009-80888,009-80AFF,009-80B28,009-80B63"
Jordan_JORMAFOSO02_SO Mafraq 02,JORMAFOSO02,SO Mafraq 02,32.30289,36.32725,Open,Jordan,office,009-80982
Republic of Moldova_MDACSUOCO01_CO Chisinau 01,MDACSUOCO01,CO Chisinau 01,47.026119,28.82324,Open,Republic of Moldova,office,009-80858
Mexico_MEXGUAOFU01_FU Guadalajara 01,MEXGUAOFU01,FU Guadalajara 01,20.670673,-103.375209,Open,Mexico,office,009-809EF
Jordan_JORAZROFO01_FO Azraq 01,JORAZROFO01,FO Azraq 01,31.912547,36.56386,Open,Jordan,office,009-808F7
Liberia_LBRMNROCO01_CO Monrovia 01,LBRMNROCO01,CO Monrovia 01,6.2951,10.7942,Open,Liberia,office,009-808B5
Jordan_JORAMMORB01_RB Amman 01,JORAMMORB01,RB Amman 01,31.952284,35.891215,Open,Jordan,office,009-80847
Jordan_JORAMMOCO02_CO Amman 02,JORAMMOCO02,CO Amman 02,31.995845,35.841366,Open,Jordan,office,009-80A37
Republic of Moldova_MDAOCIOFU01_FU Otaci 01,MDAOCIOFU01,FU Otaci 01,48.441655,27.789173,Open,Republic of Moldova,office,009-80858
Jordan_JORAMMOCO01_CO Amman 01,JORAMMOCO01,CO Amman 01,31.996123,35.84025,Open,Jordan,office,009-80A37
Italy_ITATRSOFU01_FU Trieste 01,ITATRSOFU01,FU Trieste 01,45.64615,13.76042,Open,Italy,office,"009-80873,009-808E5"
Greece_GRCOREOFU01_FU Orestiada 01,GRCOREOFU01,FU Orestiada 01,41.504789,26.533555,Open,Greece,office,009-8097E
Italy_ITAROMOMC01_MC Rome 01,ITAROMOMC01,MC Rome 01,41.89431,12.50265,Open,Italy,office,"009-80873,009-808E5"
Lebanon_LBNTRIOSO01_SO Tripoli 01,LBNTRIOSO01,SO Tripoli 01,34.434639,35.825793,Open,Lebanon,office,"009-809F5,009-80AC1,009-80AC9,009-80B00,009-80DD3,009-80DD4,009-80DD6,009-80DDB"
Libya_LBYBGZOSO01_SO Benghazi 01,LBYBGZOSO01,SO Benghazi 01,32.064495,20.067346,Open,Libya,office,009-808B5
Kenya_KENDADOSO01_SO Dadaab 01,KENDADOSO01,SO Dadaab 01,0.04762,40.31204,Open,Kenya,office,009-8085C
Indonesia_IDNPEKOFO01_FO Pekanbaru 01,IDNPEKOFO01,FO Pekanbaru 01,0.463679,101.400993,Open,Indonesia,office,"009-80856,009-80DA2"
Lebanon_LBNZAHOSO01_SO Zahleh 01,LBNZAHOSO01,SO Zahleh 01,33.83753,35.921651,Open,Lebanon,office,"009-80A01,009-80ACC"
Iraq_IRQSULOFO02_FO Sulaymaniyah 02,IRQSULOFO02,FO Sulaymaniyah 02,35.559548,45.416862,Open,Iraq,office,009-80A9B
Kazakhstan_KAZALMOMC01_MC Almaty 01,KAZALMOMC01,MC Almaty 01,43.803686,77.727747,Open,Kazakhstan,office,009-80781
Kenya_KENHAGOFU01_FU Hagadera 01,KENHAGOFU01,FU Hagadera 01,0.01156,40.369502,Open,Kenya,office,009-80A53
Kenya_KENDAGOFU01_FU Dagahaley 01,KENDAGOFU01,FU Dagahaley 01,0.186478,40.293749,Open,Kenya,office,009-80A24
Serbia_SRBBLGOCO01_CO Belgrade 01,SRBBLGOCO01,CO Belgrade 01,44.816651,20.420965,Open,Serbia,office,009-8084D
Kenya_KENIFFOFU01_FU IFO II 01,KENIFFOFU01,FU IFO II 01,0.149891,40.308128,Open,Kenya,office,009-80DA4
Kazakhstan_KAZASTONO01_NO Astana 01,KAZASTONO01,NO Astana 01,51.161226,71.424612,Open,Kazakhstan,office,009-80822
Hungary_HUNBUDOHQ02_HQ Budapest 02,HUNBUDOHQ02,HQ Budapest 02,47.53482,19.05978,Open,Hungary,office,"009-808E3,009-80901,009-80902,009-8090A,009-8090B,009-8090C,009-80915,009-80916,009-8093B"
Hungary_HUNBUDOHQ01_HQ Budapest 01,HUNBUDOHQ01,HQ Budapest 01,47.52011,19.055035,Open,Hungary,office,009-80B22
Iran_IRNDOGOFU01_FU Dogharoun 01,IRNDOGOFU01,FU Dogharoun 01,34.71383,60.994324,Open,Iran,office,009-808BE
Ireland_IRLDUBONO01_NO Dublin 01,IRLDUBONO01,NO Dublin 01,53.33245,-6.23727,Open,Ireland,office,009-80833
