external_id,building_code,name,latitude,longitude,status,country,type,serial_number,serial_numbers
Ethiopia_ETHABROFU01_FU Aw barre 01,ETHABROFU01,FU Aw barre 01,9.780092,43.214732,Active,Ethiopia,office,009-807D8,009-807D8
Ethiopia_ETHADDOCO01_CO Addis Ababa 01,ETHADDOCO01,CO Addis Ababa 01,8.992535,38.767992,Open,Ethiopia,office,009-807D8,009-807D8
Ethiopia_ETHADDOLO01_LO Addis Ababa 01,ETHADDOLO01,LO Addis Ababa 01,9.013086,38.768771,Open,Ethiopia,office,009-807D8,009-807D8
Ethiopia_ETHADGOFU01_FU Adigrat 01,ETHADGOFU01,FU Adigrat 01,14.280246,39.466869,Closed,Ethiopia,office,009-807D8,009-807D8
Ethiopia_ETHADIOFU01_FU Abi Adi 01,ETHADIOFU01,FU Abi Adi 01,13.621095,39.000942,Closed,Ethiopia,office,009-807D8,009-807D8
Ethiopia_ETHASAGGH01_GH Asosa 01,ETHASAGGH01,GH Asosa 01,10.0634,34.5407,Active,Ethiopia,guest house,009-8082A,009-8082A
Ethiopia_ETHASAOSO01_SO Asosa 01,ETHASAOSO01,SO Asosa 01,10.0634,34.5407,Active,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHAXUOFU01_FU Axum 01,ETHAXUOFU01,FU Axum 01,14.125,38.73,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHAYSOFU01_FU Aysaita 01,ETHAYSOFU01,FU Aysaita 01,11.589455,41.446625,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHBHDOLO01_LO Bahir Dar 01,ETHBHDOLO01,LO Bahir Dar 01,11.595556,37.385556,Closed,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHBKHOFO01_FO Bokh 01,ETHBKHOFO01,FO Bokh 01,7.450756,46.666508,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHBMBOFU01_FU Bambasi 01,ETHBMBOFU01,FU Bambasi 01,9.77886,34.779297,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHBOKOSO01_SO Bokolmayo 01,ETHBOKOSO01,SO Bokolmayo 01,4.547914,41.536389,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHBRHOFU01_FU Barahle  01,ETHBRHOFU01,FU Barahle  01,13.842355,40.01281,Planned,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHBUROSO01_SO Buramino 01,ETHBUROSO01,SO Buramino 01,4.301911,41.91575,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHDBKOFO01_FO Debark 01,ETHDBKOFO01,FO Debark 01,13.152768,37.898698,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHDBTOFO01_FO Dabat 01,ETHDBTOFO01,FO Dabat 01,12.980833,37.76,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHDEBOFU01_FU Debre Birhan 01,ETHDEBOFU01,FU Debre Birhan 01,9.66696,39.518475,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHDILOFU01_FU Dilla 01,ETHDILOFU01,FU Dilla 01,6.419117,38.304412,Open,Ethiopia,office,009-807D4,"009-807D4,009-8082B"
Ethiopia_ETHDIMOFU01_FU Dimma 01,ETHDIMOFU01,FU Dimma 01,6.511493,35.179778,Active,Ethiopia,office,009-807C4,009-807C4
Ethiopia_ETHDIROFO01_FO Dire Dawa 01,ETHDIROFO01,FO Dire Dawa 01,9.60289,41.85854,Active,Ethiopia,office,009-80828,009-80828
Ethiopia_ETHDSSOFU01_FU Dessie 01,ETHDSSOFU01,FU Dessie 01,11.147778,39.645556,Open,Ethiopia,office,009-80828,009-80828
Ethiopia_ETHGAMGGH01_GH Gambella 01,ETHGAMGGH01,GH Gambella 01,8.272276,34.580689,Open,Ethiopia,guest house,009-807D5,009-807D5
Ethiopia_ETHGAMOSO01_SO Gambella 01,ETHGAMOSO01,SO Gambella 01,8.272269,34.580618,Active,Ethiopia,office,009-80B85,009-80B85
Ethiopia_ETHGNDOFO01_FO Gondar 01,ETHGNDOFO01,FO Gondar 01,12.613444,37.458083,Open,Ethiopia,office,009-80B85,009-80B85
Ethiopia_ETHGWHOFU01_FU Genda Wuha 01,ETHGWHOFU01,FU Genda Wuha 01,12.781583,36.404716,Open,Ethiopia,office,009-80B85,009-80B85
Ethiopia_ETHHILOSO01_SO Hilaweyn 01,ETHHILOSO01,SO Hilaweyn 01,4.369142,41.860889,Open,Ethiopia,office,009-80B85,009-80B85
Ethiopia_ETHJEWOSO01_SO Jewi 01,ETHJEWOSO01,SO Jewi 01,8.155518,34.699176,Open,Ethiopia,office,009-80B85,009-80B85
Ethiopia_ETHJIJGGH01_GH Jijiga 01,ETHJIJGGH01,GH Jijiga 01,9.352218,42.790014,Active,Ethiopia,guest house,009-8082E,009-8082E
Ethiopia_ETHJIJOSO01_SO Jijiga 01,ETHJIJOSO01,SO Jijiga 01,9.345648,42.816885,Active,Ethiopia,office,009-80826,009-80826
Ethiopia_ETHKEBOFU01_FU Kebribeyah 01,ETHKEBOFU01,FU Kebribeyah 01,9.1007,43.175479,Active,Ethiopia,office,009-8082D,009-8082D
Ethiopia_ETHKOBOSO01_SO Kobe 01,ETHKOBOSO01,SO Kobe 01,4.4813,41.748319,Open,Ethiopia,office,009-8082D,009-8082D
Ethiopia_ETHKULOSO01_SO Kule 01,ETHKULOSO01,SO Kule 01,8.282622,34.248633,Open,Ethiopia,office,009-8082D,009-8082D
Ethiopia_ETHMAYOFU01_FU Maychew 01,ETHMAYOFU01,FU Maychew 01,12.782244,39.538962,Closed,Ethiopia,office,009-8082D,009-8082D
Ethiopia_ETHMEKOSO01_SO Mekelle 01,ETHMEKOSO01,SO Mekelle 01,13.485881,39.450535,Open,Ethiopia,office,009-8082D,009-8082D
Ethiopia_ETHMEKOSO02_SO Mekelle 02,ETHMEKOSO02,SO Mekelle 02,13.517012,39.455334,Open,Ethiopia,office,009-8082D,009-8082D
Ethiopia_ETHMELOSO01_SO Melkadida 01,ETHMELOSO01,SO Melkadida 01,4.527936,41.734644,Active,Ethiopia,office,009-80827,009-80827
Ethiopia_ETHNGUOSO01_SO Nguenyyiel 01,ETHNGUOSO01,SO Nguenyyiel 01,8.303164,34.3251,Open,Ethiopia,office,009-80827,009-80827
Ethiopia_ETHNKMOFO01_FO Nekemte 01,ETHNKMOFO01,FO Nekemte 01,9.09019145,36.5721343,Open,Ethiopia,office,009-80827,009-80827
Ethiopia_ETHOKUOFO01_FO Okugo 01,ETHOKUOFO01,FO Okugo 01,6.493585,35.131709,Open,Ethiopia,office,009-80827,009-80827
Ethiopia_ETHPUGOFO01_FO Pugnido 01,ETHPUGOFO01,FO Pugnido 01,7.647978,34.255079,Active,Ethiopia,office,009-80B75,009-80B75
Ethiopia_ETHPUGOFO02_FO Pugnido 02,ETHPUGOFO02,FO Pugnido 02,7.70012,34.229635,Open,Ethiopia,office,009-80B75,009-80B75
Ethiopia_ETHSAMOFO01_FO Samara 01,ETHSAMOFO01,FO Samara 01,11.79592,41.003443,Open,Ethiopia,office,009-80B75,009-80B75
Ethiopia_ETHSHEOFU01_FU Sheder 01,ETHSHEOFU01,FU Sheder 01,9.693604,43.120812,Active,Ethiopia,office,009-80830,009-80830
Ethiopia_ETHSHIOSO01_SO Shire 01,ETHSHIOSO01,SO Shire 01,14.103126,38.286711,Active,Ethiopia,office,009-80B38,009-80B38
Ethiopia_ETHSHKGGH01_GH Sherkole 01,ETHSHKGGH01,GH Sherkole 01,10.3714151,34.6272135,Active,Ethiopia,guest house,009-80829,009-80829
Ethiopia_ETHSHKOFU01_FU Sherkole 01,ETHSHKOFU01,FU Sherkole 01,10.37022,34.612825,Active,Ethiopia,office,009-80829,"009-80829,009-8082C"
Ethiopia_ETHTIEOSO01_SO Tierkidi 01,ETHTIEOSO01,SO Tierkidi 01,8.275203,34.273861,Open,Ethiopia,office,009-80829,"009-80829,009-8082C"
Ethiopia_ETHTSOOSO01_SO Tsore 01,ETHTSOOSO01,SO Tsore 01,10.235878,34.624968,Open,Ethiopia,office,009-80829,"009-80829,009-8082C"
France_FRAPAROCO01_CO Paris 01,FRAPAROCO01,CO Paris 01,48.882126,2.307687,Active,France,office,009-80952,009-80952
Gabon_GABLBVOLO01_LO Libreville 01,GABLBVOLO01,LO Libreville 01,0.438049,9.418504,Active,Gabon,office,009-809DA,009-809DA
Georgia_GEOGLIOFO01_FO Gali 01,GEOGLIOFO01,FO Gali 01,42.6238,41.74283,Open,Georgia,office,009-807DB,009-807DB
Georgia_GEOSUKOFO01_FO Sukhumi 01,GEOSUKOFO01,FO Sukhumi 01,43.00711,41.00916,Open,Georgia,office,009-807DB,009-807DB
Georgia_GEOTBIOCO01_CO Tbilisi 01,GEOTBIOCO01,CO Tbilisi 01,41.70907,44.7961,Active,Georgia,office,009-80753,009-80753
Germany_DEUBEROCO01_CO Berlin 01,DEUBEROCO01,CO Berlin 01,52.507898,13.391126,Open,Germany,office,009-8089B,009-8089B
Germany_DEUNUROLO01_LO Nuremberg 01,DEUNUROLO01,LO Nuremberg 01,49.42974,11.04456,Open,Germany,office,009-8089B,009-8089B
Ghana_GHAACCOCO01_CO Accra 01,GHAACCOCO01,CO Accra 01,5.574812,-0.174934,Active,Ghana,office,009-80875,009-80875
Ghana_GHATAKOFO01_FO Takoradi 01,GHATAKOFO01,FO Takoradi 01,4.924013,-1.789727,Active,Ghana,office,009-80985,009-80985
Greece_GRCATHOCO01_CO Athens 01,GRCATHOCO01,CO Athens 01,37.98102,23.75784,Active,Greece,office,009-8087D,"009-80877,009-80878,009-80879,009-8087D,009-80881,009-80885,009-80897,009-8089C"
Greece_GRCCHIOFU01_FU Chios 01,GRCCHIOFU01,FU Chios 01,38.369332,26.136141,Active,Greece,office,009-80988,009-80988
Greece_GRCKWSOFO01_FO Kos 01,GRCKWSOFO01,FO Kos 01,36.892043,27.291699,Active,Greece,office,009-80989,009-80989
Greece_GRCLESOSO01_SO Lesvos 01,GRCLESOSO01,SO Lesvos 01,39.111955,26.558309,Active,Greece,office,009-8097F,009-8097F
Greece_GRCOREOFU01_FU Orestiada 01,GRCOREOFU01,FU Orestiada 01,41.504789,26.533555,Active,Greece,office,009-8097E,009-8097E
Greece_GRCSMSOFO01_FO Samos 01,GRCSMSOFO01,FO Samos 01,37.7542,26.97954,Active,Greece,office,009-8097C,009-8097C
Greece_GRCTHSOFO01_FO Thessaloniki 01,GRCTHSOFO01,FO Thessaloniki 01,40.620922,22.953485,Active,Greece,office,009-8097A,"009-8097A,009-80986,009-80987"
Guatemala_GTMESQOFU01_FU Esquipulas 01,GTMESQOFU01,FU Esquipulas 01,14.563336,-89.3545,Active,Guatemala,office,009-80AC2,009-80AC2
Guatemala_GTMGUCOCO01_CO Guatemala city 01,GTMGUCOCO01,CO Guatemala city 01,14.59835,-90.508601,Active,Guatemala,office,009-80AB8,"009-80AB8,009-80ADE,009-80AE3,009-80AEC,009-80AF1"
Guatemala_GTMGUCOCO02_CO Guatemala city 02,GTMGUCOCO02,CO Guatemala city 02,14.599122,-90.508452,Active,Guatemala,office,009-80ADF,"009-80AB9,009-80ADF"
Guatemala_GTMGUCOCO03_CO Guatemala city 03,GTMGUCOCO03,CO Guatemala city 03,14.589165,-90.521549,Active,Guatemala,office,009-80AB7,"009-80AB7,009-80AE6,009-80AEE"
Guatemala_GTMGUCOCO04_CO Guatemala city 04,GTMGUCOCO04,CO Guatemala city 04,14.606307,-90.514593,Open,Guatemala,office,009-80AB7,"009-80AB7,009-80AE6,009-80AEE"
Guatemala_GTMHUEOFU01_FU Huehuetenango 01,GTMHUEOFU01,FU Huehuetenango 01,15.320267,-91.473956,Open,Guatemala,office,009-80AB7,"009-80AB7,009-80AE6,009-80AEE"
Guatemala_GTMPUEOFU01_FU Puerto Barrios 01,GTMPUEOFU01,FU Puerto Barrios 01,15.727728,-88.591147,Active,Guatemala,office,009-80AF5,009-80AF5
Guatemala_GTMSELOFU01_FU Santa Elena 01,GTMSELOFU01,FU Santa Elena 01,16.913175,-89.893519,Active,Guatemala,office,009-80AC8,009-80AC8
Guatemala_GTMTECOFU01_FU Tecun Uman 01,GTMTECOFU01,FU Tecun Uman 01,14.67784,-92.138254,Active,Guatemala,office,009-80AC3,009-80AC3
Guyana_GUYGERONO01_NO Georgetown 01,GUYGERONO01,NO Georgetown 01,6.822319,-58.16141,Open,Guyana,office,009-80AC3,009-80AC3
Honduras_HNDCHOOFU01_FU Choluteca 01,HNDCHOOFU01,FU Choluteca 01,13.333129,-87.204263,Active,Honduras,office,009-80B21,009-80B21
Honduras_HNDOCOOFU01_FU Ocotepeque 01,HNDOCOOFU01,FU Ocotepeque 01,14.442729,-89.186041,Active,Honduras,office,009-80B17,009-80B17
Honduras_HNDSPSOFO01_FO San Pedro Sula 01,HNDSPSOFO01,FO San Pedro Sula 01,15.549429,-88.036834,Active,Honduras,office,009-80899,009-80899
Honduras_HNDTEGOCO01_CO Tegucigalpa 01,HNDTEGOCO01,CO Tegucigalpa 01,14.091748,-87.185086,Active,Honduras,office,009-808C0,"009-80898,009-808C0"
Hong Kong_HKGHONOSO01_SO Hong Kong 01,HKGHONOSO01,SO Hong Kong 01,22.308279,114.171699,Open,Hong Kong,office,009-80AC3,009-80AC3
Hungary_HUNBUDOHQ01_HQ Budapest 01,HUNBUDOHQ01,HQ Budapest 01,47.52011,19.055035,Active,Hungary,office,009-80B22,009-80B22
Hungary_HUNBUDOHQ02_HQ Budapest 02,HUNBUDOHQ02,HQ Budapest 02,47.53482,19.05978,Active,Hungary,office,009-808E3,"009-808E3,009-80901,009-80902,009-8090A,009-8090B,009-8090C,009-80915,009-80916,009-8093B"
Hungary_HUNBUDOMC01_MC Budapest 01,HUNBUDOMC01,MC Budapest 01,47.516588,19.018236,Active,Hungary,office,009-8093A,009-8093A
India_INDCNIOFO01_FO Chennai 01,INDCNIOFO01,FO Chennai 01,11.07936,79.64667,Active,India,office,009-80832,009-80832
India_INDNDEOCO01_CO New Delhi 01,INDNDEOCO01,CO New Delhi 01,28.56521,77.16115,Active,India,office,009-80833,009-80833
Indonesia_IDNJAKOCO01_CO Jakarta 01,IDNJAKOCO01,CO Jakarta 01,-6.207952,106.8292,Active,Indonesia,office,009-80DA2,"009-80856,009-80DA2"
Indonesia_IDNMDNOFO01_FO Medan 01,IDNMDNOFO01,FO Medan 01,3.586971,98.682362,Open,Indonesia,office,009-80856,"009-80856,009-80DA2"
Indonesia_IDNMKSOFO01_FO Makassar 01,IDNMKSOFO01,FO Makassar 01,-5.134624,119.414213,Open,Indonesia,office,009-80856,"009-80856,009-80DA2"
Indonesia_IDNPEKOFO01_FO Pekanbaru 01,IDNPEKOFO01,FO Pekanbaru 01,0.463679,101.400993,Open,Indonesia,office,009-80856,"009-80856,009-80DA2"
Indonesia_IDNTANOFO01_FO Tanjung Pinang 01,IDNTANOFO01,FO Tanjung Pinang 01,0.913424,104.489355,Open,Indonesia,office,009-80856,"009-80856,009-80DA2"
Iran_IRNDOGOFU01_FU Dogharoun 01,IRNDOGOFU01,FU Dogharoun 01,34.71383,60.994324,Active,Iran,office,009-808BE,009-808BE
Iran_IRNESFOFU01_FU Esfahan 01,IRNESFOFU01,FU Esfahan 01,32.707303,51.673582,Active,Iran,office,009-808BF,009-808BF
Iran_IRNKEROSO01_SO Kerman 01,IRNKEROSO01,SO Kerman 01,30.28477,57.03689,Active,Iran,office,009-808BC,009-808BC
Iran_IRNMASOSO01_SO Mashad 01,IRNMASOSO01,SO Mashad 01,36.318,59.5568,Active,Iran,office,009-808D5,009-808D5
Iran_IRNSHROSO01_SO Shiraz 01,IRNSHROSO01,SO Shiraz 01,29.5755,52.59702,Active,Iran,office,009-808BD,009-808BD
Iran_IRNTEHOCO01_CO Tehran 01,IRNTEHOCO01,CO Tehran 01,35.762035,51.399155,Active,Iran,office,009-808AF,009-808AF
Iraq_IRQBAGOCO01_CO Baghdad 01,IRQBAGOCO01,CO Baghdad 01,33.318611,44.404731,Active,Iraq,office,009-808E0,009-808E0
Iraq_IRQDHKOSO01_SO Dohuk 01,IRQDHKOSO01,SO Dohuk 01,36.856639,42.983541,Open,Iraq,office,009-808E0,009-808E0
Iraq_IRQERBOCO01_CO Erbil 01,IRQERBOCO01,CO Erbil 01,36.212696,43.972316,Active,Iraq,office,009-808E1,009-808E1
Iraq_IRQKIROFO01_FO Kirkuk 01,IRQKIROFO01,FO Kirkuk 01,35.48871,44.38175,Active,Iraq,office,009-80A9B,009-80A9B
Iraq_IRQMSLOSO01_SO Mosul 01,IRQMSLOSO01,SO Mosul 01,36.391371,43.128381,Open,Iraq,office,009-80A9B,009-80A9B
Iraq_IRQSULOFO01_FO Sulaymaniyah 01,IRQSULOFO01,FO Sulaymaniyah 01,35.5755,45.4674,Open,Iraq,office,009-80A9B,009-80A9B
Iraq_IRQSULOFO02_FO Sulaymaniyah 02,IRQSULOFO02,FO Sulaymaniyah 02,35.559548,45.416862,Open,Iraq,office,009-80A9B,009-80A9B
Iraq_IRQSULOFU01_FU Sulaymaniyah 01,IRQSULOFU01,FU Sulaymaniyah 01,35.497475,45.385208,Open,Iraq,office,009-80A9B,009-80A9B
Ireland_IRLDUBONO01_NO Dublin 01,IRLDUBONO01,NO Dublin 01,53.33245,-6.23727,Open,Ireland,office,009-80833,009-80833
Israel_ISRTELOFO01_FO Tel Aviv 01,ISRTELOFO01,FO Tel Aviv 01,32.06943,34.78584,Active,Israel,office,009-809F7,009-809F7
Italy_ITACTNOFU01_FU Catania 01,ITACTNOFU01,FU Catania 01,37.501,15.091,Open,Italy,office,009-809F7,009-809F7
Italy_ITALABOFU01_FU Lampedusa 01,ITALABOFU01,FU Lampedusa 01,35.511,12.6,Open,Italy,office,009-809F7,009-809F7
Italy_ITAMILOFO01_FO Milan 01,ITAMILOFO01,FO Milan 01,45.466,9.198,Open,Italy,office,009-809F7,009-809F7
Italy_ITAROMOMC01_MC Rome 01,ITAROMOMC01,MC Rome 01,41.89431,12.50265,Active,Italy,office,009-808E5,"009-80873,009-808E5"
Italy_ITATRSOFU01_FU Trieste 01,ITATRSOFU01,FU Trieste 01,45.64615,13.76042,Open,Italy,office,009-80873,"009-80873,009-808E5"
Ivory Coast_CIVABIOCO01_CO Abidjan 01,CIVABIOCO01,CO Abidjan 01,5.377574,-3.996797,Active,Ivory Coast,office,009-807B3,009-807B3
Ivory Coast_CIVBNAOFU01_FU Bouna 01,CIVBNAOFU01,FU Bouna 01,9.269786,-3.004711,Open,Ivory Coast,office,009-807B3,009-807B3
Ivory Coast_CIVFRKOFO01_FO Ferkessedougou 01,CIVFRKOFO01,FO Ferkessedougou 01,9.580142,-5.2077,Open,Ivory Coast,office,009-807B3,009-807B3
Ivory Coast_CIVGUIOFU01_FU Guiglo 01,CIVGUIOFU01,FU Guiglo 01,6.548353,-7.55426,Closed,Ivory Coast,office,009-807B3,009-807B3
Japan_JPNTOKOCO01_CO Tokyo 01,JPNTOKOCO01,CO Tokyo 01,35.6657,139.7178,Active,Japan,office,009-80B28,"009-80888,009-80AFF,009-80B28,009-80B63"
Jordan_JORAMMOCO01_CO Amman 01,JORAMMOCO01,CO Amman 01,31.996123,35.84025,Active,Jordan,office,009-80A37,009-80A37
Jordan_JORAMMOCO02_CO Amman 02,JORAMMOCO02,CO Amman 02,31.995845,35.841366,Open,Jordan,office,009-80A37,009-80A37
Jordan_JORAMMORB01_RB Amman 01,JORAMMORB01,RB Amman 01,31.952284,35.891215,Active,Jordan,office,009-80847,009-80847
Jordan_JORAZROFO01_FO Azraq 01,JORAZROFO01,FO Azraq 01,31.912547,36.56386,Active,Jordan,office,009-808F7,009-808F7
Jordan_JORIRBOFO01_FO Irbid 01,JORIRBOFO01,FO Irbid 01,32.534498,35.826194,Active,Jordan,office,009-80967,009-80967
Jordan_JORMAFOSO01_SO Mafraq 01,JORMAFOSO01,SO Mafraq 01,32.33565,36.22052,Active,Jordan,office,009-80A76,009-80A76
Jordan_JORMAFOSO02_SO Mafraq 02,JORMAFOSO02,SO Mafraq 02,32.30289,36.32725,Active,Jordan,office,009-80982,009-80982
Jordan_JORRASOSO01_SO Raba Al Sarhan 01,JORRASOSO01,SO Raba Al Sarhan 01,32.41404,36.23395,Active,Jordan,office,009-809A8,009-809A8
Jordan_JORRMTRRC01_RC Ramtha 01,JORRMTRRC01,RC Ramtha 01,32.5284624,36.0221787,Active,Jordan,office,009-80978,009-80978
Kazakhstan_KAZALMOMC01_MC Almaty 01,KAZALMOMC01,MC Almaty 01,43.803686,77.727747,Active,Kazakhstan,office,009-80781,009-80781
Kazakhstan_KAZASTONO01_NO Astana 01,KAZASTONO01,NO Astana 01,51.161226,71.424612,Active,Kazakhstan,office,009-80822,009-80822
Kenya_KENDADOSO01_SO Dadaab 01,KENDADOSO01,SO Dadaab 01,0.04762,40.31204,Active,Kenya,office,009-8085C,009-8085C
Kenya_KENDAGOFU01_FU Dagahaley 01,KENDAGOFU01,FU Dagahaley 01,0.186478,40.293749,Active,Kenya,office,009-80A24,009-80A24
Kenya_KENGAROFO01_FO Garissa 01,KENGAROFO01,FO Garissa 01,-0.466847,39.642616,Active,Kenya,office,009-80A52,009-80A52
Kenya_KENHAGOFU01_FU Hagadera 01,KENHAGOFU01,FU Hagadera 01,0.01156,40.369502,Active,Kenya,office,009-80A53,009-80A53
Kenya_KENIFFOFU01_FU IFO II 01,KENIFFOFU01,FU IFO II 01,0.149891,40.308128,Active,Kenya,office,009-80DA4,009-80DA4
Kenya_KENIFOOFU01_FU Ifo 01,KENIFOOFU01,FU Ifo 01,0.102232,40.307892,Active,Kenya,office,009-80A27,009-80A27
Kenya_KENKAKOSO01_SO Kakuma 01,KENKAKOSO01,SO Kakuma 01,3.71047,34.85726,Active,Kenya,office,009-8085B,009-8085B
Kenya_KENNAIOCO01_CO Nairobi 01,KENNAIOCO01,CO Nairobi 01,-1.23186,36.818749,Active,Kenya,office,009-80961,009-80961
Kenya_KENNAIOLO01_LO Nairobi 01,KENNAIOLO01,LO Nairobi 01,-1.2513,36.79133,Active,Kenya,office,B12-00466,009-80961
Kenya_KENNAIORB01_RB Nairobi 01,KENNAIORB01,RB Nairobi 01,-1.228479,36.761587,Active,Kenya,office,009-8074A,"009-80747,009-8074A"
Kosovo_KOSPRIOOC01_OC Pristina 01,KOSPRIOOC01,OC Pristina 01,42.656714,21.15625,Active,Kosovo,office,009-8085F,009-8085F
Kuwait_KWTKUWOCO01_CO Kuwait City 01,KWTKUWOCO01,CO Kuwait City 01,29.274551,48.057947,Active,Kuwait,office,009-80789,009-80789
Kyrgyzstan_KGZBISONO01_NO Bishkek 01,KGZBISONO01,NO Bishkek 01,42.876508,74.589805,Active,Kyrgyzstan,office,009-8083B,009-8083B
Lebanon_LBNBEIOCO01_CO Beirut 01,LBNBEIOCO01,CO Beirut 01,33.872372,35.491716,Active,Lebanon,office,009-808B0,"009-808B0,009-809E5"
Lebanon_LBNBEIRRC01_RC Beirut 01,LBNBEIRRC01,RC Beirut 01,33.873094,35.49159,Active,Lebanon,office,009-809E6,009-809E6
Lebanon_LBNQOBOFO01_FO Qobayat 01,LBNQOBOFO01,FO Qobayat 01,34.57621235,36.28026606,Active,Lebanon,office,009-809E9,009-809E9
Lebanon_LBNTRIOSO01_SO Tripoli 01,LBNTRIOSO01,SO Tripoli 01,34.434639,35.825793,Active,Lebanon,office,009-80DD6,"009-809F5,009-80AC1,009-80AC9,009-80B00,009-80DD3,009-80DD4,009-80DD6,009-80DDB"
Lebanon_LBNTYROFO01_FO Tyre 01,LBNTYROFO01,FO Tyre 01,33.24391096,35.23742641,Active,Lebanon,office,009-80AF4,009-80AF4
Lebanon_LBNTYROFO02_FO Tyre 02,LBNTYROFO02,FO Tyre 02,33.257022,35.220657,Open,Lebanon,office,009-809EA,"009-809EA,009-80AF4"
Lebanon_LBNZAHOSO01_SO Zahleh 01,LBNZAHOSO01,SO Zahleh 01,33.83753,35.921651,Active,Lebanon,office,009-80ACC,"009-80A01,009-80ACC"
Liberia_LBRMNROCO01_CO Monrovia 01,LBRMNROCO01,CO Monrovia 01,6.2951,10.7942,Active,Liberia,office,009-808B5,009-808B5
Liberia_LBRSACOFU01_FU Saclepea 01,LBRSACOFU01,FU Saclepea 01,9.6493,26.3672,Closed,Liberia,office,009-808B5,009-808B5
Liberia_LBRZWDOFO01_FO Zwedru 01,LBRZWDOFO01,FO Zwedru 01,6.3013,8.3103,Closed,Liberia,office,009-808B5,009-808B5
Libya_LBYBGZOSO01_SO Benghazi 01,LBYBGZOSO01,SO Benghazi 01,32.064495,20.067346,Open,Libya,office,009-808B5,009-808B5
Libya_LBYTRLOCO01_CO Tripoli 01,LBYTRLOCO01,CO Tripoli 01,32.83605,13.064294,Active,Libya,office,009-808B4,009-808B4
Malawi_MWIDZLOCO01_CO Dzaleka 01,MWIDZLOCO01,CO Dzaleka 01,13.662089,33.895554,Active,Malawi,office,009-809F4,"009-809F4,009-80DA5"
Malawi_MWIKAROFU01_FU Karoga 01,MWIKAROFU01,FU Karoga 01,9.940051,33.919109,Active,Malawi,office,009-80756,009-80756
Malawi_MWILILOCO01_CO Lilongwe 01,MWILILOCO01,CO Lilongwe 01,13.952962,33.777525,Active,Malawi,office,009-80755,009-80755
Malaysia_MYSKUAOCO01_CO Kuala Lumpur 01,MYSKUAOCO01,CO Kuala Lumpur 01,3.1303161,101.6992839,Active,Malaysia,office,009-80874,009-80874
Mali_MLIBMKOCO01_CO Bamako 01,MLIBMKOCO01,CO Bamako 01,12.618307,-7.978059,Active,Mali,office,009-8089D,009-8089D
Mali_MLIGAOOSO01_SO Gao 01,MLIGAOOSO01,SO Gao 01,16.261339,-0.03276,Active,Mali,office,009-808FB,009-808FB
Mali_MLIMENOFO01_FO Menaka 01,MLIMENOFO01,FO Menaka 01,15.920223,2.39617,Open,Mali,office,009-808FB,009-808FB
Mali_MLIMOPOFO01_FO Mopti 01,MLIMOPOFO01,FO Mopti 01,14.4893,-4.1933,Active,Mali,office,009-8088D,009-8088D
Mali_MLITOMOFO01_FO Tombouctou 01,MLITOMOFO01,FO Tombouctou 01,16.757463,-3.004792,Active,Mali,office,009-8089E,009-8089E
Malta_MLTVALOCO01_CO Valetta 01,MLTVALOCO01,CO Valetta 01,35.898387,14.497834,Open,Malta,office,009-8089E,009-8089E
Malta_MLTVALOLO01_LO Valetta 01,MLTVALOLO01,LO Valetta 01,35.89914,14.51186,Open,Malta,office,009-8089E,009-8089E
Mauritania_MRTBSKOSO01_SO Bassikounou 01,MRTBSKOSO01,SO Bassikounou 01,15.865677,-5.955094,Active,Mauritania,office,009-80823,"009-80823,009-809C3"
Mauritania_MRTMBERRC01_RC Mbera 01,MRTMBERRC01,RC Mbera 01,-0.597847519,30.62917034,Active,Mauritania,office,009-808F1,009-808F1
Mauritania_MRTNOUOFU01_FU Nouadhibou 01,MRTNOUOFU01,FU Nouadhibou 01,20.91354,-17.05071,Active,Mauritania,office,009-808F4,009-808F4
Mauritania_MRTNUAOCO01_CO Nouakchott 01,MRTNUAOCO01,CO Nouakchott 01,18.09193,-15.97248,Active,Mauritania,office,009-80DD2,009-80DD2
Mexico_MEXAGUOFU01_FU Aguas Calientes 01,MEXAGUOFU01,FU Aguas Calientes 01,21.885825,-102.290445,Active,Mexico,office,009-809FF,009-809FF
Mexico_MEXCIUOFO01_FO Ciudad Juarez 01,MEXCIUOFO01,FO Ciudad Juarez 01,31.74542,-106.448411,Open,Mexico,office,009-809FF,009-809FF
