external_id,building_code,name,latitude,longitude,status,country
Iran_IRNSHROSO01_SO Shiraz 01,IRNSHROSO01,SO Shiraz 01,29.5755,52.59702,Open,Iran
Iran_IRNESFOFU01_FU Esfahan 01,IRNESFOFU01,FU Esfahan 01,32.707303,51.673582,Open,Iran
Iran_IRNESFOFU01_FU Esfahan 01,IRNESFOFU01,FU Esfahan 01,32.707303,51.673582,Open,Iran
Denmark_DNKCOPOHQ01_HQ Copenhagen 01,DNKCOPOHQ01,HQ Copenhagen 01,55.704671,12.597333,Open,Denmark
Denmark_DNKCOPOHQ01_HQ Copenhagen 01,DNKCOPOHQ01,HQ Copenhagen 01,55.704671,12.597333,Open,Denmark
Iraq_IRQSULOFO01_FO Sulaymaniyah 01,IRQSULOFO01,FO Sulaymaniyah 01,35.5755,45.4674,Open,Iraq
Libya_LBYBGZOSO01_SO Benghazi 01,LBYBGZOSO01,SO Benghazi 01,32.064495,20.067346,Open,Libya
Libya_LBYBGZOSO01_SO Benghazi 01,LBYBGZOSO01,SO Benghazi 01,32.064495,20.067346,Open,Libya
Kenya_KENNAIOCO01_CO Nairobi 01,KENNAIOCO01,CO Nairobi 01,-1.23186,36.818749,Open,Kenya
Bangladesh_BGDCOXOSO01_SO Coxs Bazar 01,BGDCOXOSO01,SO Coxs Bazar 01,21.43354,91.97349,Open,Bangladesh
Iraq_IRQDHKOSO01_SO Dohuk 01,IRQDHKOSO01,SO Dohuk 01,36.856639,42.983541,Open,Iraq
Nigeria_NGALGSOFO01_FO Lagos 01,NGALGSOFO01,FO Lagos 01,6.443565,3.410338,Open,Nigeria
Nigeria_NGALGSOFO01_FO Lagos 01,NGALGSOFO01,FO Lagos 01,6.443565,3.410338,Open,Nigeria
Nigeria_NGATAUOFO01_FO Takum 01,NGATAUOFO01,FO Takum 01,7.26436,9.98121,Open,Nigeria
South Korea_KORSEOOCO01_CO Seoul 01,KORSEOOCO01,CO Seoul 01,37.566495,126.979415,Closed,South Korea
Nigeria_NGATAUOFO01_FO Takum 01,NGATAUOFO01,FO Takum 01,7.26436,9.98121,Open,Nigeria
Nigeria_NGATAUOFO01_FO Takum 01,NGATAUOFO01,FO Takum 01,7.26436,9.98121,Open,Nigeria
Nigeria_NGATAUOFO01_FO Takum 01,NGATAUOFO01,FO Takum 01,7.26436,9.98121,Open,Nigeria
Canada_CANTOROSO01_SO Toronto 01,CANTOROSO01,SO Toronto 01,43.68828,-79.394521,Open,Canada
Democratic Republic of the Congo_CODYAKOFO01_FO Yakoma 01,CODYAKOFO01,FO Yakoma 01,4.109848,22.440035,Open,Democratic Republic of the Congo
Democratic Republic of the Congo_CODTSHOFO01_FO Tshikapa 01,CODTSHOFO01,FO Tshikapa 01,90,180,Open,Democratic Republic of the Congo
Slovakia_SVKBTSONO01_NO Bratislava 01,SVKBTSONO01,NO Bratislava 01,48.147793,17.099687,Open,Slovakia
Ecuador_ECUTULOFO01_FO Tulcan 01,ECUTULOFO01,FO Tulcan 01,0.797359,77.732304,Planned,Ecuador
Ecuador_ECUTULOFO01_FO Tulcan 01,ECUTULOFO01,FO Tulcan 01,0.797359,77.732304,Planned,Ecuador
Ecuador_ECUTULOFO01_FO Tulcan 01,ECUTULOFO01,FO Tulcan 01,0.797359,77.732304,Planned,Ecuador
Venezuela_VENVNSOFU01_FU Santa Elena de Uairen 01,VENVNSOFU01,FU Santa Elena de Uairen 01,4.612192,-61.111182,Open,Venezuela
Ethiopia_ETHADDOLO01_LO Addis Ababa 01,ETHADDOLO01,LO Addis Ababa 01,9.013086,38.768771,Open,Ethiopia
Cameroon_CMRYAOOMC02_MC Yaounde 02,CMRYAOOMC02,MC Yaounde 02,3.884981,11.507416,Closed,Cameroon
Tanzania_TZAKBDOFO01_FO Kibondo 01,TZAKBDOFO01,FO Kibondo 01,3.592929,30.717752,Open,Tanzania
Guatemala_GTMHUEOFU01_FU Huehuetenango 01,GTMHUEOFU01,FU Huehuetenango 01,15.320267,-91.473956,Open,Guatemala
Cameroon_CMRBTUOSO01_SO Bertoua 01,CMRBTUOSO01,SO Bertoua 01,4.573045,13.66852,Open,Cameroon
Central African Republic_CAFBOUOSO01_FO Bouar 01,CAFBOUOSO01,FO Bouar 01,5.93959,15.579975,Open,Central African Republic
Central African Republic_CAFBOUOSO01_FO Bouar 01,CAFBOUOSO01,FO Bouar 01,5.93959,15.579975,Open,Central African Republic
Democratic Republic of the Congo_CODKNGOSO01_SO Kananga 01,CODKNGOSO01,SO Kananga 01,-5.901245,22.405886,Open,Democratic Republic of the Congo
Central African Republic_CAFKAGOFO01_FO Kaga Bandoro 01,CAFKAGOFO01,FO Kaga Bandoro 01,7.006327,19.179549,Open,Central African Republic
Central African Republic_CAFKAGOFO01_FO Kaga Bandoro 01,CAFKAGOFO01,FO Kaga Bandoro 01,7.006327,19.179549,Open,Central African Republic
France_FRAPAROCO01_CO Paris 01,FRAPAROCO01,CO Paris 01,48.882126,2.307687,Open,France
Central African Republic_CAFBEBOFO01_FO Berberati 01,CAFBEBOFO01,FO Berberati 01,4.260723,15.791245,Open,Central African Republic
Romania_ROUIASOFU01_FU Iasi 01,ROUIASOFU01,FU Iasi 01,47.1594,27.58732,Closed,Romania
Central African Republic_CAFBRIOFU01_FU Bria 01,CAFBRIOFU01,FU Bria 01,6.55093,21.95944,Open,Central African Republic
Democratic Republic of the Congo_CODARUOSO01_SO Aru 01,CODARUOSO01,SO Aru 01,2.862412,30.840732,Open,Democratic Republic of the Congo
Sudan_SDNEOBOFU01_FU El Obeid 01,SDNEOBOFU01,FU El Obeid 01,13.189136,30.238452,Closed,Sudan
Sudan_SDNABJOFU01_FU Abu Jubaiha 01,SDNABJOFU01,FU Abu Jubaiha 01,11.45723,31.230461,Closed,Sudan
Turkiye_TURANKOCO01_CO Ankara 01,TURANKOCO01,CO Ankara 01,39.894303,32.855259,Open,Turkiye
Turkiye_TURVANOFO01_FO Van 01,TURVANOFO01,FO Van 01,38.499361,43.386901,Open,Turkiye
Democratic Republic of the Congo_CODUVIOFO01_FO Uvira 01,CODUVIOFO01,FO Uvira 01,-3.403481,28.810007,Open,Democratic Republic of the Congo
Democratic Republic of the Congo_CODKALOSO01_SO Kalemie 01,CODKALOSO01,SO Kalemie 01,-5.910473,29.207918,Open,Democratic Republic of the Congo
Democratic Republic of the Congo_CODGBAOSO01_SO Gbadolite 01,CODGBAOSO01,SO Gbadolite 01,4.27612,21.00351,Open,Democratic Republic of the Congo
Democratic Republic of the Congo_CODGBAOSO01_SO Gbadolite 01,CODGBAOSO01,SO Gbadolite 01,4.27612,21.00351,Open,Democratic Republic of the Congo
Democratic Republic of the Congo_CODGOMOSO01_SO Goma 01,CODGOMOSO01,SO Goma 01,-1.677871,29.220446,Open,Democratic Republic of the Congo
Democratic Republic of the Congo_CODBUNOFO01_FO Bunia 01,CODBUNOFO01,FO Bunia 01,1.550591,30.243816,Open,Democratic Republic of the Congo
Turkiye_TURGAZOSO01_SO Gaziantep 01,TURGAZOSO01,SO Gaziantep 01,37.08648,37.339959,Open,Turkiye
Turkiye_TURISTOFO01_FO Istanbul 01,TURISTOFO01,FO Istanbul 01,41.036641,28.991714,Open,Turkiye
Turkiye_TURISTOFO01_FO Istanbul 01,TURISTOFO01,FO Istanbul 01,41.036641,28.991714,Closed,Turkiye
Turkiye_TURISTOFO02_FO Istanbul 02,TURISTOFO02,FO Istanbul 02,41.069788,29.00898,Open,Turkiye
Turkiye_TURISTOFO02_FO Istanbul 02,TURISTOFO02,FO Istanbul 02,41.069788,29.00898,Open,Turkiye
Turkiye_TURSNLOFO01_FO Sanliurfa 01,TURSNLOFO01,FO Sanliurfa 01,37.159314,38.792963,Open,Turkiye
Democratic Republic of the Congo_CODLIBOFO01_FO Libenge 01,CODLIBOFO01,FO Libenge 01,3.642589,18.629819,Open,Democratic Republic of the Congo
Democratic Republic of the Congo_CODLIBOFO01_FO Libenge 01,CODLIBOFO01,FO Libenge 01,3.642589,18.629819,Open,Democratic Republic of the Congo
Democratic Republic of the Congo_CODLIBOFO01_FO Libenge 01,CODLIBOFO01,FO Libenge 01,3.642589,18.629819,Open,Democratic Republic of the Congo
Uganda_UGAMBAOSO01_SO Mbarara 01,UGAMBAOSO01,SO Mbarara 01,-0.597848,30.62917,Open,Uganda
Uganda_UGAKYKOFU01_FU Kyaka II 01,UGAKYKOFU01,FU Kyaka II 01,0.35782,31.081937,Open,Uganda
Pakistan_PAKQETOSO01_SO Quetta 01,PAKQETOSO01,SO Quetta 01,30.222691,67.001546,Open,Pakistan
Pakistan_PAKLOROFO01_FO Loralai 01,PAKLOROFO01,FO Loralai 01,30.39375,68.55582,Open,Pakistan
Bulgaria_BGRSOFOCO01_CO Sofia 01,BGRSOFOCO01,CO Sofia 01,42.696202,23.317399,Open,Bulgaria
Afghanistan_AFGKANOSO01_SO Kandahar 01,AFGKANOSO01,SO Kandahar 01,31.61931,65.68305,Open,Afghanistan
Ecuador_ECUAMBOFU01_FU Ambato 01,ECUAMBOFU01,FU Ambato 01,-1.262167,-78.639438,Closed,Ecuador
Ecuador_ECUAMBOFU01_FU Ambato 01,ECUAMBOFU01,FU Ambato 01,-1.262167,-78.639438,Closed,Ecuador
Philippines_PHLMNLONO01_NO Manila 01,PHLMNLONO01,NO Manila 01,14.55691,121.01618,Open,Philippines
Philippines_PHLMNLONO01_NO Manila 01,PHLMNLONO01,NO Manila 01,14.55691,121.01618,Open,Philippines
China_CHNBEJOCO01_CO Beijing 01,CHNBEJOCO01,CO Beijing 01,39.56432,116.27053,Open,China
Tajikistan_TJKDUSOCO01_CO Dushanbe 01,TJKDUSOCO01,CO Dushanbe 01,38.563808,68.801702,Open,Tajikistan
Ukraine_UKRUGROFO01_FO Uzhgorod 01,UKRUGROFO01,FO Uzhgorod 01,48.620081,22.294356,Open,Ukraine
Ukraine_UKRUGROFO01_FO Uzhgorod 01,UKRUGROFO01,FO Uzhgorod 01,48.620081,22.294356,Open,Ukraine
Spain_ESPPLMOFU01_FU Las Palmas 01,ESPPLMOFU01,FU Las Palmas 01,28.00318,-15.38918,Open,Spain
Zimbabwe_ZWEHRAOCO01_CO Harare 01,ZWEHRAOCO01,CO Harare 01,-17.7695,31.0393,Open,Zimbabwe
Ukraine_UKRCNVOFU01_FU Chernivtsi 01,UKRCNVOFU01,FU Chernivtsi 01,48.266099,25.9318,Open,Ukraine
Ukraine_UKRCNVOFU01_FU Chernivtsi 01,UKRCNVOFU01,FU Chernivtsi 01,48.266099,25.9318,Open,Ukraine
Ukraine_UKRCNVOFU01_FU Chernivtsi 01,UKRCNVOFU01,FU Chernivtsi 01,48.266099,25.9318,Open,Ukraine
Spain_ESPALCOFU01_FU Algeciras 01,ESPALCOFU01,FU Algeciras 01,36.14277,-5.4467,Open,Spain
Spain_ESPMLGOFU01_FU Malaga 01,ESPMLGOFU01,FU Malaga 01,36.71872,-4.43223,Open,Spain
Zimbabwe_ZWETOGOFO01_FO Tongogara 01,ZWETOGOFO01,FO Tongogara 01,-20.347527,32.328551,Open,Zimbabwe
Ukraine_UKRLVOFO01_FO Lviv 01,UKRLVOFO01,FO Lviv 01,49.833999,24.037123,Open,Ukraine
Ukraine_UKRLVOFO01_FO Lviv 01,UKRLVOFO01,FO Lviv 01,49.833999,24.037123,Open,Ukraine
Ukraine_UKROSAOFU01_FU Odesa 01,UKROSAOFU01,FU Odesa 01,46.473339,30.733733,Open,Ukraine
Spain_ESPMLAOFU01_FU Melilla 01,ESPMLAOFU01,FU Melilla 01,35.2936,-2.94006,Open,Spain
Egypt_EGYCAIOCO01_CO Cairo 01,EGYCAIOCO01,CO Cairo 01,29.983376,30.939328,Open,Egypt
Mali_MLIGAOOSO01_SO Gao 01,MLIGAOOSO01,SO Gao 01,16.261339,-0.03276,Open,Mali
Liberia_LBRZWDOFO01_FO Zwedru 01,LBRZWDOFO01,FO Zwedru 01,6.3013,8.3103,Closed,Liberia
Ethiopia_ETHADIOFU01_FU Abi Adi 01,ETHADIOFU01,FU Abi Adi 01,13.621095,39.000942,Closed,Ethiopia
Guyana_GUYGERONO01_NO Georgetown 01,GUYGERONO01,NO Georgetown 01,6.822319,-58.16141,Open,Guyana
Senegal_SENDAKORB01_RB Dakar 01,SENDAKORB01,RB Dakar 01,14.7397,-17.51539,Open,Senegal
Chad_TCDABEOSO01_SO Abeche 01,TCDABEOSO01,SO Abeche 01,13.823284,20.830414,Open,Chad
Cuba_CUBHAVOFU01_FU Havana 01,CUBHAVOFU01,FU Havana 01,23.125641,-82.422011,Open,Cuba
Cuba_CUBHAVOFU01_FU Havana 01,CUBHAVOFU01,FU Havana 01,23.125641,-82.422011,Open,Cuba
Gabon_GABLBVOLO01_LO Libreville 01,GABLBVOLO01,LO Libreville 01,0.43816,9.418972,Open,Gabon
Gabon_GABLBVOLO01_LO Libreville 01,GABLBVOLO01,LO Libreville 01,0.438049,9.418504,Open,Gabon
Ecuador_ECUQITOFO01_SMO - FO Quito 01,ECUQITOFO01,SMO - FO Quito 01,-1.032471,-79.829077,Temporary,Ecuador
Ethiopia_ETHGWHOFU01_FU Genda Wuha 01,ETHGWHOFU01,FU Genda Wuha 01,12.781583,36.404716,Open,Ethiopia
Algeria_DZAALGOCO01_CO Algiers 01,DZAALGOCO01,CO Algiers 01,36.760475,3.034483,Open,Algeria
Rwanda_RWANYMOFO01_FO Nyamata 01,RWANYMOFO01,FO Nyamata 01,-2.146056,30.094397,Closed,Rwanda
Mozambique_MOZNMPOFO01_FO Nampula 01,MOZNMPOFO01,FO Nampula 01,-15.11727,39.26896,Open,Mozambique
Mozambique_MOZMAPOCO01_CO Maputo 01,MOZMAPOCO01,CO Maputo 01,-25.95786,32.59639,Open,Mozambique
Uganda_UGANAKOFO01_FO Nakivale 01,UGANAKOFO01,FO Nakivale 01,-0.781066,30.949468,Open,Uganda
Mozambique_MOZPEMOSO01_SO Pemba 01,MOZPEMOSO01,SO Pemba 01,-12.96638,40.561796,Open,Mozambique
Djibouti_DJIDJBOCO01_CO Djibouti 01,DJIDJBOCO01,CO Djibouti 01,11.616165,43.149592,Open,Djibouti
Djibouti_DJIOBKOFO01_FO Obock 01,DJIOBKOFO01,FO Obock 01,11.963543,43.28571,Open,Djibouti
Sudan_SDNEFUOFO01_FO EL Fula 01,SDNEFUOFO01,FO EL Fula 01,11.71361,28.347745,Closed,Sudan
Sudan_SDNKASOSO01_SO Kassala 01,SDNKASOSO01,SO Kassala 01,15.473318,36.40819,Open,Sudan
Ghana_GHATAKOFO01_FO Takoradi 01,GHATAKOFO01,FO Takoradi 01,4.924013,-1.789727,Closed,Ghana
Burundi_BDIMUYOFO01_FO Muyinga 01,BDIMUYOFO01,FO Muyinga 01,-2.843313,30.346226,Open,Burundi
Venezuela_VENAYCOFU01_FU Puerto Ayacucho 01,VENAYCOFU01,FU Puerto Ayacucho 01,5.663774,-67.618059,Open,Venezuela
Venezuela_VENAYCOFU01_FU Puerto Ayacucho 01,VENAYCOFU01,FU Puerto Ayacucho 01,5.663774,-67.618059,Open,Venezuela
Uganda_UGAKYAOSO01_SO Kyangwali 01,UGAKYAOSO01,SO Kyangwali 01,1.192471,30.78127,Open,Uganda
Honduras_HNDCHOOFU01_FU Choluteca 01,HNDCHOOFU01,FU Choluteca 01,13.333129,-87.204263,Open,Honduras
Somalia_SOMGRWOFU01_FU Garoowe 01,SOMGRWOFU01,FU Garoowe 01,8.400143,48.468516,Open,Somalia
Italy_ITALABOFU01_FU Lampedusa 01,ITALABOFU01,FU Lampedusa 01,35.511,12.6,Open,Italy
Italy_ITACTNOFU01_FU Catania 01,ITACTNOFU01,FU Catania 01,37.501,15.091,Open,Italy
Republic of Moldova_MDACSUOCO01_CO Chisinau 01,MDACSUOCO01,CO Chisinau 01,47.026119,28.82324,Open,Republic of Moldova
Poland_POLWAROCO01_CO Warsaw 01,POLWAROCO01,CO Warsaw 01,52.22296,21.03731,Open,Poland
Poland_POLWAROCO01_CO Warsaw 01,POLWAROCO01,CO Warsaw 01,52.22296,21.03731,Open,Poland
Poland_POLKRKOSO01_SO Krakow 01,POLKRKOSO01,SO Krakow 01,50.13545,19.92936,Open,Poland
Chad_TCDNDJOCO01_CO NDjamena 01,TCDNDJOCO01,CO NDjamena 01,12.09686,15.06719,Closed,Chad
Chad_TCDNDJOCO01_CO NDjamena 01,TCDNDJOCO01,CO NDjamena 01,12.09686,15.06719,Open,Chad
United States of America_USASDLOFO01_FO San DIego 01,USASDLOFO01,FO San DIego 01,32.722021,-117.16255,Open,United States of America
Republic of Moldova_MDAOCIOFU01_FU Otaci 01,MDAOCIOFU01,FU Otaci 01,48.441655,27.789173,Open,Republic of Moldova
Ethiopia_ETHAXUOFU01_FU Axum 01,ETHAXUOFU01,FU Axum 01,14.125,38.73,Open,Ethiopia
Ethiopia_ETHAXUOFU01_FU Axum 01,ETHAXUOFU01,FU Axum 01,14.1227,38.7313,Open,Ethiopia
Ethiopia_ETHAXUOFU01_FU Axum 01,ETHAXUOFU01,FU Axum 01,14.1227,38.7313,Open,Ethiopia
Ethiopia_ETHBUROSO01_SO Buramino 01,ETHBUROSO01,SO Buramino 01,4.301911,41.91575,Open,Ethiopia
Ethiopia_ETHHILOSO01_SO Hilaweyn 01,ETHHILOSO01,SO Hilaweyn 01,4.369142,41.860889,Open,Ethiopia
Ethiopia_ETHKOBOSO01_SO Kobe 01,ETHKOBOSO01,SO Kobe 01,4.4813,41.748319,Open,Ethiopia
Ethiopia_ETHJEWOSO01_SO Jewi 01,ETHJEWOSO01,SO Jewi 01,8.155518,34.699176,Open,Ethiopia
Uganda_UGAKAMOLO01_LO Kampala 01,UGAKAMOLO01,LO Kampala 01,0.324142,32.56546,Open,Uganda
Qatar_QATDOHOCO01_CO Doha 01,QATDOHOCO01,CO Doha 01,25.403497,51.511587,Open,Qatar
Colombia_COLRIOOSO01_SO Riohacha 01,COLRIOOSO01,SO Riohacha 01,11.55216,-72.90883,Open,Colombia
Pakistan_PAKISLOCO01_CO Islamabad 01,PAKISLOCO01,CO Islamabad 01,33.737772,73.129597,Open,Pakistan
Pakistan_PAKISLOCO01_CO Islamabad 01,PAKISLOCO01,CO Islamabad 01,33.737772,73.129597,Open,Pakistan
Pakistan_PAKKRCOFO01_FO Karachi 01,PAKKRCOFO01,FO Karachi 01,24.808374,67.033483,Open,Pakistan
Colombia_COLMAIOFU01_FU Maicao 01,COLMAIOFU01,FU Maicao 01,11.38021,-72.24081,Open,Colombia
Colombia_COLMAIOFU01_FU Maicao 01,COLMAIOFU01,FU Maicao 01,11.38021,-72.24081,Open,Colombia
Colombia_COLBCROFU01_FU Bucaramanga 01,COLBCROFU01,FU Bucaramanga 01,7.11817,-73.10824,Open,Colombia
Colombia_COLBCROFU01_FU Bucaramanga 01,COLBCROFU01,FU Bucaramanga 01,7.11817,-73.10824,Open,Colombia
Syria_SYRDAMOFO01_FO Damascus 01,SYRDAMOFO01,FO Damascus 01,33.49788,36.28279,Open,Syria
Mexico_MEXSALOFU01_FU Saltillo 01,MEXSALOFU01,FU Saltillo 01,25.456675,-100.982513,Open,Mexico
Mexico_MEXSILOFU01_FU Silao 01,MEXSILOFU01,FU Silao 01,20.93489,-101.426432,Closed,Mexico
Mexico_MEXTIJOFU01_FU Tijuana 01,MEXTIJOFU01,FU Tijuana 01,32.539105,-117.059923,Open,Mexico
Mexico_MEXIRAOFU01_FU Irapuato 01,MEXIRAOFU01,FU Irapuato 01,20.679253,-101.356026,Closed,Mexico
Canada_CANMTROFO01_FO Montreal 01,CANMTROFO01,FO Montreal 01,45.52899,-73.70293,Open,Canada
Canada_CANMTROFO01_FO Montreal 01,CANMTROFO01,FO Montreal 01,45.506636,-73.562262,Open,Canada
Yemen_YEMSANOCO01_CO Sanaa 01,YEMSANOCO01,CO Sanaa 01,15.336439,44.186353,Open,Yemen
Yemen_YEMSANOCO01_CO Sanaa 01,YEMSANOCO01,CO Sanaa 01,15.336439,44.186353,Open,Yemen
Afghanistan_AFGMAZOSO01_SO Mazar i Sharif 01,AFGMAZOSO01,SO Mazar i Sharif 01,36.69793,67.10373,Open,Afghanistan
Afghanistan_AFGKUNOFU01_FU Kunduz 01,AFGKUNOFU01,FU Kunduz 01,36,68,Open,Afghanistan
Yemen_YEMHUDOFO01_FO Hudaydah 01,YEMHUDOFO01,FO Hudaydah 01,14.8122,42.938944,Open,Yemen
Yemen_YEMHUDOFO01_FO Hudaydah 01,YEMHUDOFO01,FO Hudaydah 01,14.8122,42.938944,Open,Yemen
Kenya_KENIFFOFU01_FU IFO II 01,KENIFFOFU01,FU IFO II 01,0.149891,40.308128,Open,Kenya
Ethiopia_ETHBMBOFU01_FU Bambasi 01,ETHBMBOFU01,FU Bambasi 01,9.77886,34.779297,Open,Ethiopia
Brazil_BRAMANOFU01_FO Manaus 01,BRAMANOFU01,FO Manaus 01,-3.106882,-60.006077,Open,Brazil
Central African Republic_CAFMGBOFU01_FU Mongoumba 01,CAFMGBOFU01,FU Mongoumba 01,3.627778,18.594722,Open,Central African Republic
Central African Republic_CAFMGBOFU01_FU Mongoumba 01,CAFMGBOFU01,FU Mongoumba 01,3.627778,18.594722,Open,Central African Republic
Ethiopia_ETHKULOSO01_SO Kule 01,ETHKULOSO01,SO Kule 01,8.282622,34.248633,Open,Ethiopia
Ethiopia_ETHKULOSO01_SO Kule 01,ETHKULOSO01,SO Kule 01,8.282622,34.248633,Open,Ethiopia
Ethiopia_ETHNGUOSO01_SO Nguenyyiel 01,ETHNGUOSO01,SO Nguenyyiel 01,8.303164,34.3251,Open,Ethiopia
Ethiopia_ETHTIEOSO01_SO Tierkidi 01,ETHTIEOSO01,SO Tierkidi 01,8,34,Open,Ethiopia
Ethiopia_ETHOKUOFO01_FO Okugo 01,ETHOKUOFO01,FO Okugo 01,6.493585,35.131709,Open,Ethiopia
Ireland_IRLDUBONO01_NO Dublin 01,IRLDUBONO01,NO Dublin 01,53.33245,-6.23727,Open,Ireland
Nigeria_NGAYOLOFO01_FO Yola 01,NGAYOLOFO01,FO Yola 01,9.24444,12.450953,Open,Nigeria
Guatemala_GTMGUCOCO04_CO Guatemala city 04,GTMGUCOCO04,CO Guatemala city 04,14.606307,-90.514593,Open,Guatemala
Ethiopia_ETHBKHOFO01_FO Bokh 01,ETHBKHOFO01,FO Bokh 01,7.450756,46.666508,Open,Ethiopia
Chad_TCDHHDOFO01_FO Hadjer Hadid 01,TCDHHDOFO01,FO Hadjer Hadid 01,13.64944,21.58398,Open,Chad
Chad_TCDBOLOFU01_FU Bol 01,TCDBOLOFU01,FU Bol 01,13.46647,14.7168,Open,Chad
India_INDCNIOFO01_FO Chennai 01,INDCNIOFO01,FO Chennai 01,11.07936,79.64667,Open,India
India_INDCNIOFO01_FO Chennai 01,INDCNIOFO01,FO Chennai 01,12,80,Open,India
Syria_SYRDAMOCO01_CO Damascus 01 (KS2),SYRDAMOCO01,CO Damascus 01 (KS2),33.49723,36.28275,Open,Syria
Syria_SYRDAMOCO02_CO Damascus 02 (KS3),SYRDAMOCO02,CO Damascus 02 (KS3),33.49723,36.28275,Open,Syria
Brazil_BRASPAOFO01_FO Sao Paulo 01,BRASPAOFO01,FO Sao Paulo 01,-23.57286,-46.690109,Open,Brazil
Ecuador_ECUESMOFO01_FO Esmeraldas 01,ECUESMOFO01,FO Esmeraldas 01,0.989829,-79.653614,Open,Ecuador
Ecuador_ECUESMOFO01_FO Esmeraldas 01,ECUESMOFO01,FO Esmeraldas 01,0.989829,-79.653614,Open,Ecuador
Angola_AGOLUAOCO01_CO Luanda 01,AGOLUAOCO01,CO Luanda 01,-8.86124,13.20504,Open,Angola
Angola_AGOLUAOCO01_CO Luanda 01,AGOLUAOCO01,CO Luanda 01,-8.86124,13.20504,Open,Angola
Ethiopia_ETHJIJOSO01_SO Jijiga 01,ETHJIJOSO01,SO Jijiga 01,9.345648,42.816885,Open,Ethiopia
Somalia_SOMKSMOFO01_FO Kismaayo 01,SOMKSMOFO01,FO Kismaayo 01,-0.387005,42.460401,Open,Somalia
Somalia_SOMMOGOCO01_CO Mogadishu 01,SOMMOGOCO01,CO Mogadishu 01,2.091829,45.382928,Open,Somalia
Kenya_KENDAGOFU01_FU Dagahaley 01,KENDAGOFU01,FU Dagahaley 01,0.186478,40.293749,Open,Kenya
Iraq_IRQSULOFO02_FO Sulaymaniyah 02,IRQSULOFO02,FO Sulaymaniyah 02,35.559548,45.416862,Open,Iraq
Iraq_IRQSULOFU01_FU Sulaymaniyah 01,IRQSULOFU01,FU Sulaymaniyah 01,35.497475,45.385208,Open,Iraq
Hong Kong_HKGHONOSO01_SO Hong Kong 01,HKGHONOSO01,SO Hong Kong 01,22.308279,114.171699,Open,Hong Kong
Sudan_SDNWHFOFU01_FU Wadi Halfa 01,SDNWHFOFU01,FU Wadi Halfa 01,21.79368,31.36939,Open,Sudan
Thailand_THAMAEOFO01_FO Mae Hong Son 01,THAMAEOFO01,FO Mae Hong Son 01,19.30145,97.96974,Open,Thailand
Saudi Arabia_SAURIYOMC01_MC Riyadh 01,SAURIYOMC01,MC Riyadh 01,24.67413,46.6299,Open,Saudi Arabia
Jordan_JORIRBOFO01_FO Irbid 01,JORIRBOFO01,FO Irbid 01,32.534498,35.826194,Open,Jordan
Australia_AUSCNBOMC01_MC Canberra 01,AUSCNBOMC01,MC Canberra 01,-35.2848,149.1243,Open,Australia
Syria_SYRSWDOFO02_FO Sweida 02,SYRSWDOFO02,FO Sweida 02,32.723808,36.579384,Open,Syria
Syria_SYRSWDOFO02_FO Sweida 02,SYRSWDOFO02,FO Sweida 02,32.723808,36.579384,Open,Syria
Syria_SYRSWDOFO02_FO Sweida 02,SYRSWDOFO02,FO Sweida 02,32.723808,36.579384,Open,Syria
Trinidad and Tobago_TTOPSPOCO01_CO Port of Spain 01,TTOPSPOCO01,CO Port of Spain 01,10.66283,-61.51076,Open,Trinidad and Tobago
Togo_TGOLOMONO01_NO Lome 01,TGOLOMONO01,NO Lome 01,6.15255,1.233028,Open,Togo
Togo_TGOLOMONO01_NO Lome 01,TGOLOMONO01,NO Lome 01,6.15255,1.233028,Open,Togo
Democratic Republic of the Congo_CODBUKOFO02_FO Bukavu 02,CODBUKOFO02,FO Bukavu 02,-2.498299,28.887277,Closed,Democratic Republic of the Congo
Colombia_COLBRQOFO01_FO Barranquilla 01,COLBRQOFO01,FO Barranquilla 01,10.997962,-74.799269,Open,Colombia
Colombia_COLBRQOFO01_FO Barranquilla 01,COLBRQOFO01,FO Barranquilla 01,10.997962,-74.799269,Open,Colombia
Democratic Republic of the Congo_CODKINOCO01_CO Kinshasa 01,CODKINOCO01,CO Kinshasa 01,-4.324783,15.299326,Open,Democratic Republic of the Congo
Ethiopia_ETHMEKOSO02_SO Mekelle 02,ETHMEKOSO02,SO Mekelle 02,13.517012,39.455334,Open,Ethiopia
Nigeria_NGAYOLOFO01_FO Yola 01,NGAYOLOFO01,FO Yola 01,9.24444,12.450953,Open,Nigeria
Nigeria_NGAADKOFU01_FU Adikpo 01,NGAADKOFU01,FU Adikpo 01,6.90467,9.23589,Closed,Nigeria
Italy_ITATRSOFU01_FU Trieste 01,ITATRSOFU01,FU Trieste 01,45.64615,13.76042,Open,Italy
Costa Rica_CRICRNOFO01_FO Ciudad Neily 01,CRICRNOFO01,FO Ciudad Neily 01,40.455328,73.585088,Open,Costa Rica
Costa Rica_CRICRNOFO01_FO Ciudad Neily 01,CRICRNOFO01,FO Ciudad Neily 01,8.650923,-82.943391,Open,Costa Rica
Ukraine_UKRKHVOFO01_FO Kharkiv 01,UKRKHVOFO01,FO Kharkiv 01,50.018276,36.233181,Open,Ukraine
Ethiopia_ETHASAOSO01_SO Asosa 01,ETHASAOSO01,SO Asosa 01,10.0634,34.5407,Open,Ethiopia
