index,MSRP_ASSET_ID,INTERFACE_LINE_NUMBER,ASSET_BOOK,ASSET_NUMBER,ASSET_DESCRIPTION,TAG_NUMBER,MANUFACTURER,SERIAL_NUMBER,MODEL_,ASSET_TYPE,ASSET_COST,DATE_PLACED_IN_SERVICE,PRORATE_CONVENTION,ASSET_UNITS,ASSET_CATEGORY_SEGMENT1,ASSET_CATEGORY_SEGMENT2,INV_GROUP_DESC,PROFILE_DESC,CATEGORY_DESC,VENDOR_ID,VENDOR_NAME,VENDOR_CLASS,AR_NUM,POSTING_STATUS,QUEUE_NAME,ASSET_KEY_SEGMENT1,ASSET_KEY_SEGMENT2,ASSET_KEY_SEGMENT3,IN_PHYSICAL_INVENTORY,IN_USE,ASSET_OWNERSHIP,BOUGHT,DEPRECIATE,YTD_DEPRECIATION,DEPRECIATION_RESERVE,DEPRECIATION_METHOD_,LIFE_IN_MONTHS,INVOICE_COST,COST_CLEARING_ACCOU_SEGMENT1,COST_CLEARING_ACCOU_SEGMENT2,COST_CLEARING_ACCOU_SEGMENT3,COST_CLEARING_ACCOU_SEGMENT4,COST_CLEARING_ACCOU_SEGMENT5,COST_CLEARING_ACCOU_SEGMENT6,COST_CLEARING_ACCOU_SEGMENT7,COST_CLEARING_ACCOU_SEGMENT8,ATTRIBUTE2,ATTRIBUTE_DATE1,AI_ATTRIBUTE2,GROUP_ASSET_NUMBER,MSRP_CATEGORY_ID,MSRP_PROFILE_ID,MSRP_ITEM_ID,MSRP_ASSET_BOOK,MSRP_ASSET_ID_1,INTERFACE_LINE_NUMBER_1,ASSET_DESCRIPTION_,AR_NUM_1,UNIT_ASSIGNED,EMPLOYEE_EMAIL_ADDRESS,ASSET_LOCATION_SEGMENT1,ASSET_LOCATION_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT1,DEPRECIATION_EXP_ACC_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT3,DEPRECIATION_EXP_ACC_SEGMENT4,DEPRECIATION_EXP_ACC_SEGMENT5,DEPRECIATION_EXP_ACC_SEGMENT6,DEPRECIATION_EXP_ACC_SEGMENT7,DEPRECIATION_EXP_ACC_SEGMENT8
1504,1127916,1127916,UNHCR_ASSET_BOOK,1127916,"GEN, PERKINS, 45 KVA PRIME",809988, ,DK32037U590212H, ,CAPITALIZED,19139.5,2022-11-08,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,10101,UNHCR - PROGRAMME,C, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1913.94,2232.93,STL,60,19139.5,110,0,991010,0,0,0,0,0,,2022-11-08,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,1127916,1127916,"GEN, PERKINS, 45 KVA PRIME",,1, ,COD-SUD-LIB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2873,1128294,1128294,UNHCR_ASSET_BOOK,1128294,"GENERATOR, POWERLINK, 45KVA, W",486561, ,22B1036, ,CAPITALIZED,11133.26,2022-08-31,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2443,SOLIDARIDAD INTERNACIONAL ANDALUCIA,P, ,POST,POST,OTHER,2443,IN SERVICE,YES,YES,OWNED,NEW,YES,1113.3,1855.52,STL,60,11133.26,110,0,991010,0,0,0,0,0,,2022-08-31,EP-GN-10156, ,505,GENERAT_60,8425,UNHCR,1128294,1128294,"GENERATOR, POWERLINK, 45KVA, W",,1, ,DZA-TIN-TIN-BXX-001,TIN 1,110,0,711020,0,0,0,0,0
1401,1128295,1128295,UNHCR_ASSET_BOOK,1128295,"GENERATOR, POWERLINK, 60KVA, W",486559, ,22B1037, ,CAPITALIZED,13201.65,2022-08-31,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2443,SOLIDARIDAD INTERNACIONAL ANDALUCIA,P, ,POST,POST,OTHER,2443,IN SERVICE,YES,YES,OWNED,NEW,YES,1320.18,2200.29,STL,60,13201.65,110,0,991010,0,0,0,0,0,,2022-08-31,EP-GN-10139, ,505,GENERAT_60,8428,UNHCR,1128295,1128295,"GENERATOR, POWERLINK, 60KVA, W",,1, ,DZA-TIN-TIN-BXX-001,TIN 1,110,0,711020,0,0,0,0,0
1402,1128296,1128296,UNHCR_ASSET_BOOK,1128296,"GENERATOR, POWERLINK, 60KVA, W",486560, ,22B1038, ,CAPITALIZED,13201.65,2022-08-31,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2468,TRIANGLE GENERATION HUMANITAIRE,P, ,POST,POST,OTHER,2468,IN SERVICE,YES,YES,OWNED,NEW,YES,1320.18,2200.29,STL,60,13201.65,110,0,991010,0,0,0,0,0,,2022-08-31,EP-GN-10139, ,505,GENERAT_60,8428,UNHCR,1128296,1128296,"GENERATOR, POWERLINK, 60KVA, W",,1, ,DZA-TIN-TIN-BXX-001,TIN 1,110,0,711020,0,0,0,0,0
2874,1128297,1128297,UNHCR_ASSET_BOOK,1128297,"GENERATOR, POWERLINK, 100KVA,",486562, ,22B1039, ,CAPITALIZED,17769.99,2022-08-31,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2468,TRIANGLE GENERATION HUMANITAIRE,P, ,POST,POST,OTHER,2468,IN SERVICE,YES,YES,OWNED,NEW,YES,1777.02,2961.69,STL,60,17769.99,110,0,991010,0,0,0,0,0,,2022-08-31,EP-GN-10128, ,505,GENERAT_60,8426,UNHCR,1128297,1128297,"GENERATOR, POWERLINK, 100KVA,",,1, ,DZA-TIN-TIN-BXX-001,TIN 1,110,0,711020,0,0,0,0,0
1403,1128298,1128298,UNHCR_ASSET_BOOK,1128298,"GENERATOR, POWERLINK, 100KVA,",486563, ,22B1040, ,CAPITALIZED,17769.99,2022-08-31,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2468,TRIANGLE GENERATION HUMANITAIRE,P, ,POST,POST,OTHER,2468,IN SERVICE,YES,YES,OWNED,NEW,YES,1777.02,2961.69,STL,60,17769.99,110,0,991010,0,0,0,0,0,,2022-08-31,EP-GN-10128, ,505,GENERAT_60,8426,UNHCR,1128298,1128298,"GENERATOR, POWERLINK, 100KVA,",,1, ,DZA-TIN-TIN-BXX-001,TIN 1,110,0,711020,0,0,0,0,0
1404,1128304,1128304,UNHCR_ASSET_BOOK,1128304,GENERATOR,821972,ABC,21100508, ,CAPITALIZED,10975.8,2022-04-15,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1097.58,2561.02,STL,60,10975.8,110,0,991010,0,0,0,0,0,,2022-04-15,, ,503,GENERAT_60,2327,UNHCR,1128304,1128304,GENERATOR,,1, ,COL-ARA-ARA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2875,1128305,1128305,UNHCR_ASSET_BOOK,1128305,GENERATOR,797224,Stewart and Stevenson,TPS01FJ200554, ,CAPITALIZED,15211,2021-07-06,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1521.12,5830.9,STL,60,15211,110,0,991010,0,0,0,0,0,,2021-07-06,, ,503,GENERAT_60,2327,UNHCR,1128305,1128305,GENERATOR,,1, ,COL-PUT-MOC-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3428,1128306,1128306,UNHCR_ASSET_BOOK,1128306,GENERATOR,797225,Stewart & Stevenson,TPS01FJ190287, ,CAPITALIZED,16363,2021-04-10,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1636.32,7090.65,STL,60,16363,110,0,991010,0,0,0,0,0,,2021-04-10,, ,503,GENERAT_60,2327,UNHCR,1128306,1128306,GENERATOR,,1, ,COL-CHO-QUI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2876,1128307,1128307,UNHCR_ASSET_BOOK,1128307,GENERATOR,797227,AGG,A1910176, ,CAPITALIZED,16987,2020-03-04,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1698.72,11041.57,STL,60,16987,110,0,991010,0,0,0,0,0,,2020-03-04,, ,503,GENERAT_60,2327,UNHCR,1128307,1128307,GENERATOR,,1, ,COL-LAX-RIO-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1438,1128723,1128723,UNHCR_ASSET_BOOK,1128723,"GEN, PERKINS, 200 KVA PRIME PO",783645, ,PR83518U080501G, ,CAPITALIZED,25850,2022-11-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,2584.98,3015.81,STL,60,25850,110,0,991010,0,0,0,0,0,,2022-11-13,EP-GN-10030, ,505,GENERAT_60,5647,UNHCR,1128723,1128723,"GEN, PERKINS, 200 KVA PRIME PO",,1, ,SYR-ALX-QAM-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1439,1128724,1128724,UNHCR_ASSET_BOOK,1128724,"GEN, PERKINS, 200 KVA PRIME PO",783646, ,PR83518U080282G, ,CAPITALIZED,25850,2022-11-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,2584.98,3015.81,STL,60,25850,110,0,991010,0,0,0,0,0,,2022-11-13,EP-GN-10030, ,505,GENERAT_60,5647,UNHCR,1128724,1128724,"GEN, PERKINS, 200 KVA PRIME PO",,1, ,SYR-ALX-QAM-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1460,1128970,1128970,UNHCR_ASSET_BOOK,1128970,"GENERATOR, CATERPILLAR, PRIME",826153, ,ECW06300, ,CAPITALIZED,37642.66,2022-11-16,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,267520,Zaporizhzhia regional youth center,N, ,POST,POST,OTHER,267520,IN SERVICE,YES,YES,OWNED,NEW,YES,3764.28,4391.66,STL,60,37642.66,110,0,991010,0,0,0,0,0,,2022-11-16,EP-GN-10150, ,505,GENERAT_60,8773,UNHCR,1128970,1128970,"GENERATOR, CATERPILLAR, PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2796,1128971,1128971,UNHCR_ASSET_BOOK,1128971,"GEN, CATERPILLAR, 45KVA PRIME",826157, ,N7B00346, ,CAPITALIZED,15551.88,2022-11-16,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,265240,Kyiv regional state administration,N, ,POST,POST,OTHER,265240,IN SERVICE,YES,YES,OWNED,NEW,YES,1555.2,1555.2,STL,60,15551.88,110,0,991010,0,0,0,0,0,,2022-11-16,EP-GN-10123, ,505,GENERAT_60,8785,UNHCR,1128971,1128971,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1461,1128972,1128972,UNHCR_ASSET_BOOK,1128972,"GEN, CATERPILLAR, 45KVA PRIME",826158, ,N7200134, ,CAPITALIZED,15551.88,2022-11-16,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,265240,Kyiv regional state administration,N, ,POST,POST,OTHER,265240,IN SERVICE,YES,YES,OWNED,NEW,YES,1555.2,1555.2,STL,60,15551.88,110,0,991010,0,0,0,0,0,,2022-11-16,EP-GN-10123, ,505,GENERAT_60,8785,UNHCR,1128972,1128972,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2797,1128973,1128973,UNHCR_ASSET_BOOK,1128973,"GEN, CATERPILLAR, 45KVA PRIME",826159, ,N7200135, ,CAPITALIZED,15551.88,2022-11-16,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,264781,Department of Education of the Chernihiv,N, ,POST,POST,OTHER,264781,IN SERVICE,YES,YES,OWNED,NEW,YES,1555.2,1555.2,STL,60,15551.88,110,0,991010,0,0,0,0,0,,2022-11-16,EP-GN-10123, ,505,GENERAT_60,8785,UNHCR,1128973,1128973,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2798,1128997,1128997,UNHCR_ASSET_BOOK,1128997,"GEN, CATERPILLAR, 45KVA PRIME",826221, ,EC508126, ,CAPITALIZED,16001.47,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,263914,ODESA OBLAST STATE ADMINISTRATION,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1866.83,STL,60,16001.47,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1128997,1128997,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1462,1128998,1128998,UNHCR_ASSET_BOOK,1128998,"GEN, CATERPILLAR, 45KVA PRIME",826222, ,N7200139, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,263914,ODESA OBLAST STATE ADMINISTRATION,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1866.83,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1128998,1128998,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2799,1128999,1128999,UNHCR_ASSET_BOOK,1128999,"GEN, CATERPILLAR, 45KVA PRIME",826223, ,N7200137, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,265818,Mykolaiv ODA,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1128999,1128999,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1463,1129000,1129000,UNHCR_ASSET_BOOK,1129000,"GEN, CATERPILLAR, 45KVA PRIME",826224, ,EC508123, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,265818,Mykolaiv ODA,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129000,1129000,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1464,1129001,1129001,UNHCR_ASSET_BOOK,1129001,"GEN, CATERPILLAR, 45KVA PRIME",826225, ,EC508121, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,265818,Mykolaiv ODA,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129001,1129001,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2800,1129002,1129002,UNHCR_ASSET_BOOK,1129002,"GEN, CATERPILLAR, 45KVA PRIME",826226, ,N7200138, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,265818,Mykolaiv ODA,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129002,1129002,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1465,1129003,1129003,UNHCR_ASSET_BOOK,1129003,"GEN, CATERPILLAR, 45KVA PRIME",826227, ,N7200136, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,265818,Mykolaiv ODA,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129003,1129003,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2801,1129004,1129004,UNHCR_ASSET_BOOK,1129004,"GEN, CATERPILLAR, 45KVA PRIME",826228, ,EC508124, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129004,1129004,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1469,1129005,1129005,UNHCR_ASSET_BOOK,1129005,"GEN, CATERPILLAR, 45KVA PRIME",826229, ,EC508122, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129005,1129005,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1470,1129006,1129006,UNHCR_ASSET_BOOK,1129006,"GEN, CATERPILLAR, 45KVA PRIME",826230, ,EC508125, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129006,1129006,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1471,1129007,1129007,UNHCR_ASSET_BOOK,1129007,"GEN, CATERPILLAR, 45KVA PRIME",826211, ,EC508112, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129007,1129007,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1472,1129008,1129008,UNHCR_ASSET_BOOK,1129008,"GEN, CATERPILLAR, 45KVA PRIME",826212, ,EC508111, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,271640,Kharkiv humanitarian academy,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129008,1129008,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3365,1129009,1129009,UNHCR_ASSET_BOOK,1129009,"GEN, CATERPILLAR, 45KVA PRIME",826213, ,EC508116, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,271319,KHARKIV SCIENCE LYCEUM OBDAROVANIST,O, ,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129009,1129009,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1473,1129010,1129010,UNHCR_ASSET_BOOK,1129010,"GEN, CATERPILLAR, 45KVA PRIME",826214, ,EC508115, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129010,1129010,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1474,1129011,1129011,UNHCR_ASSET_BOOK,1129011,"GEN, CATERPILLAR, 45KVA PRIME",826215, ,EC508113, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129011,1129011,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1475,1129012,1129012,UNHCR_ASSET_BOOK,1129012,"GEN, CATERPILLAR, 45KVA PRIME",826216, ,EC508114, ,CAPITALIZED,16001.54,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,266108,SES IN ZAKARPATSKA OBLAST,N, ,POST,POST,OTHER,266108,IN SERVICE,YES,YES,OWNED,NEW,YES,1600.14,1600.14,STL,60,16001.54,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10123, ,2122,GENERAT_60,10018,UNHCR,1129012,1129012,"GEN, CATERPILLAR, 45KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
1476,1129013,1129013,UNHCR_ASSET_BOOK,1129013,"GEN, CATERPILLAR, 60KVA PRIME",826160, ,N7300389, ,CAPITALIZED,16729.03,2022-11-17,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1672.92,1672.92,STL,60,16729.03,110,0,991010,0,0,0,0,0,,2022-11-17,EP-GN-10078, ,2122,GENERAT_60,10018,UNHCR,1129013,1129013,"GEN, CATERPILLAR, 60KVA PRIME",,1, ,UKR-LVI-KYI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
